Label,Alkali sorbent,Transport,Transport Distance,Building savings,Avoided product,"Acidification, mol H+ eq","Climate change (total), kg CO2 eq","Climate change (biogenic), kg CO2 eq","Climate change (fossil), kg CO2 eq","Climate change (land use), kg CO2 eq","Ecotoxicity: freshwater, CTUe","ecotoxicity: freshwater, inorganics, CTUe","ecotoxicity: freshwater, organics, CTUe","energy resources: non-renewable, Mjeq","eutrophication: freshwater, kg P eq","eutrophication: marine , kg N eq"," eutrophication: terrestrial, mol N-eq","human toxicity: carcinogenic , CTUh","human toxicity: carcinogenic , inorganics, CTUh","human toxicity: carcinogenic , organics, CTUh","human toxicity: non-carcinogenic , CTUh","human toxicity: non-carcinogenic , inorganics, CTUh","human toxicity: non-carcinogenic , organics, CTUh","ionising radiation: human health , kg Bq U235eq","land use, (dimensionless)","material resources: metals/minerals, kg Sb-eq","ozone depletion, kg CFC11-eq","particulate matter formation, disease incidence","photochemical oxidant formation: human health, kg NMVOC-eq","water use , m3 world eq depriv","Cost, USD2023"
"Conventional lime (commercial), optimised transport, building savings considered",Conventional lime (commercial),1,200,1,None,-33.67876555,-24786.07157,-4.905869585,-24776.56306,-4.602646954,11774.10158,13803.89306,-2029.791484,-434816.8765,-0.433540917,-9.702410374,-110.0191116,-5.94E-06,-1.97E-06,-3.96E-06,-5.98E-05,-5.43E-05,-5.44E-06,-784.8826759,-23313.77491,-0.000514182,-0.02493824,0.000312528,-45.01926549,-2056.138792,-13826.26104
"Conventional lime (commercial), optimised transport, building savings considered, avoided product SCM",Conventional lime (commercial),1,200,1,SCM,-84.97417737,-50411.36079,-7.818043862,-50396.72901,-6.813738183,-46324.4094,-42696.02234,-3628.387058,-526873.9343,-0.683095241,-24.77751997,-285.4898598,-1.03E-05,-4.82E-06,-5.48E-06,-2.20E-04,-2.13E-04,-7.19E-06,-928.5490864,-39464.85599,-0.000571895,-0.131943828,-2.53773E-07,-92.98570255,-3767.121484,-14911.10952
"Conventional lime (commercial), optimised transport, building savings considered, avoided product Aggregate",Conventional lime (commercial),1,200,1,Aggregate,-36.07908307,-25131.35132,-5.142441362,-25121.36036,-4.848519858,9501.970561,11623.7362,-2121.765638,-439477.2927,-0.43902892,-10.52707236,-119.0943297,-6.20E-06,-2.09E-06,-4.12E-06,-6.30E-05,-5.73E-05,-5.72E-06,-788.8539287,-45905.69566,-0.0005191,-0.026314883,0.000270592,-47.8761558,-2140.798771,-14233.07922
"Conventional lime (commercial), optimised transport, building savings considered, avoided product Filler",Conventional lime (commercial),1,200,1,Filler,-87.74011135,-35357.70247,-15.08627318,-35332.62027,-9.995923783,-25549.23785,-22230.17511,-3319.062741,-584751.7845,-0.675078337,-20.03995275,-227.9765539,-1.59E-05,-9.71E-06,-6.19E-06,-2.54E-04,-2.39E-04,-1.57E-05,-1036.263479,-61223.65994,-0.000863391,-0.243519409,-0.000111787,-92.3605486,-5409.536707,-14233.07922
"Conventional lime (commercial), optimised transport, short distance",Conventional lime (commercial),1,50,0,None,66.00292296,15959.27909,2.125755773,15955.94633,1.207002519,50169.2946,47964.2264,2205.068198,139712.8521,0.105529484,7.68377067,83.66886739,4.68E-06,2.42E-06,2.25E-06,7.89E-05,7.57E-05,3.24E-06,178.9983444,22875.45888,0.00018684,0.01392103,0.000555348,42.84067892,737.565126,4667.115198
"Conventional lime (commercial), optimised transport, short distance, avoided product SCM",Conventional lime (commercial),1,50,0,SCM,14.70751114,-9666.010133,-0.786418503,-9664.219626,-1.00408871,-7929.216377,-8535.689001,606.4726241,47655.79437,-0.14402484,-7.391338922,-91.80188079,3.09E-07,-4.26E-07,7.34E-07,-8.14E-05,-8.29E-05,1.48E-06,35.33193382,6724.377802,0.000129128,-0.093084558,0.000242566,-5.12575814,-973.4175658,3582.266713
"Conventional lime (commercial), optimised transport, short distance, avoided product Aggregate",Conventional lime (commercial),1,50,0,Aggregate,63.60260544,15613.99934,1.889183997,15611.14902,0.961129615,47897.16358,45784.06954,2113.094044,135052.4359,0.100041481,6.859108686,74.5936493,4.41E-06,2.31E-06,2.10E-06,7.56E-05,7.27E-05,2.96E-06,175.0270915,283.5381262,0.000181923,0.012544387,0.000513411,39.98378861,652.9051478,4260.297016
"Conventional lime (commercial), optimised transport, short distance, avoided product Filler",Conventional lime (commercial),1,50,0,Filler,11.94157717,5387.648187,-8.054647822,5399.889109,-4.18627431,12845.95518,11930.15823,915.7969411,-10222.05582,-0.136007936,-2.653771702,-34.28857495,-5.29E-06,-5.31E-06,2.46E-08,-1.16E-04,-1.09E-04,-7.03E-06,-72.38245901,-15034.42615,-0.000162368,-0.204660139,0.000131032,-4.500604197,-2615.832789,4260.297016
"Conventional lime (commercial), optimised transport, short distance, building savings considered",Conventional lime (commercial),1,50,1,None,-36.76619455,-25913.89582,-5.226346804,-25903.4884,-5.181070672,2804.15158,5168.404079,-2364.252499,-451958.6453,-0.444433787,-10.50182687,-118.4234843,-6.46E-06,-2.25E-06,-4.22E-06,-7.22E-05,-6.61E-05,-6.03E-06,-791.2815415,-40536.91289,-0.000533319,-0.028175137,0.000201581,-49.46660907,-2142.067008,-15054.95581
"Conventional lime (commercial), optimised transport, short distance, building savings considered, avoided product SCM",Conventional lime (commercial),1,50,1,SCM,-88.06160637,-51539.18504,-8.138521081,-51523.65436,-7.392161901,-55294.3594,-51331.51133,-3962.848073,-544015.703,-0.693988111,-25.57693646,-293.8942325,-1.08E-05,-5.10E-06,-5.73E-06,-2.32E-04,-2.25E-04,-7.79E-06,-934.947952,-56687.99397,-0.000591032,-0.135180725,-0.000111201,-97.43304613,-3853.049699,-16139.80429
"Conventional lime (commercial), optimised transport, short distance, building savings considered, avoided product Aggregate",Conventional lime (commercial),1,50,1,Aggregate,-39.16651207,-26259.17557,-5.462918581,-26248.28571,-5.426943577,532.0205619,2988.247215,-2456.226653,-456619.0615,-0.44992179,-11.32648885,-127.4987024,-6.73E-06,-2.36E-06,-4.37E-06,-7.54E-05,-6.91E-05,-6.31E-06,-795.2527943,-63128.83365,-0.000538236,-0.02955178,0.000159644,-52.32349938,-2226.726986,-15461.77399
"Conventional lime (commercial), optimised transport, short distance, building savings considered, avoided product Filler",Conventional lime (commercial),1,50,1,Filler,-90.82754035,-36485.52672,-15.4067504,-36459.54562,-10.5743475,-34519.18785,-30865.66409,-3653.523756,-601893.5532,-0.685971207,-20.83936924,-236.3809266,-1.64E-05,-9.98E-06,-6.44E-06,-2.67E-04,-2.50E-04,-1.63E-05,-1042.662345,-78446.79792,-0.000882528,-0.246756306,-0.000222735,-96.80789218,-5495.464922,-15461.77399
Lime produced using clean fuels and electricity,Lime produced using clean fuels and electricity,0,200,0,None,85.94497847,20743.04136,14.41518294,20714.42329,14.20288612,109629.1355,105028.5665,4600.568976,225018.8081,0.317061576,27.22357911,299.9543402,2.27E-05,6.23E-06,1.65E-05,0.000218769,0.000209243,9.53E-06,234.6471713,207580.7121,0.000306714,0.118966516,0.002153971,107.3868763,1898.284393,7798.212961
"Lime produced using clean fuels and electricity, avoided product SCM",Lime produced using clean fuels and electricity,0,200,0,SCM,34.64956666,-4882.247857,11.50300867,-4905.742661,11.99179489,51530.62452,48528.65112,3001.973402,132961.7504,0.067507253,12.14846951,124.483592,1.83E-05,3.38E-06,1.50E-05,5.84325E-05,5.0664E-05,7.77E-06,90.98076075,191429.631,0.000249001,0.011960927,0.001841189,59.42043926,187.3017011,6713.364476
"Lime produced using clean fuels and electricity, avoided product Aggregate",Lime produced using clean fuels and electricity,0,200,0,Aggregate,83.54466095,20397.76161,14.17861117,20369.62599,13.95701321,107357.0045,102848.4097,4508.594822,220358.392,0.311573574,26.39891712,290.8791221,2.24E-05,6.12E-06,1.63E-05,0.000215503,0.000206257,9.25E-06,230.6759184,184988.7914,0.000301797,0.117589872,0.002112035,104.529986,1813.624415,7391.394779
"Lime produced using clean fuels and electricity, avoided product Filler",Lime produced using clean fuels and electricity,0,200,0,Filler,31.88363268,10171.41046,4.234779347,10158.36607,8.809609286,72305.79607,68994.49836,3311.297719,75083.90022,0.075524157,16.88603673,181.9968979,1.27E-05,-1.50E-06,1.42E-05,2.41795E-05,2.49214E-05,-7.42E-07,-16.73363208,169670.8271,-4.24948E-05,-0.099614654,0.001729656,60.0455932,-1455.113522,7391.394779
"Lime produced using clean fuels and electricity, building savings considered",Lime produced using clean fuels and electricity,0,200,1,None,-16.82413904,-21130.13354,7.063080365,-21145.01144,7.814812924,62263.99248,62232.7442,31.24827918,-366652.6892,-0.232901694,9.037981565,97.86198852,1.16E-05,1.56E-06,1.00E-05,6.77E-05,6.75E-05,2.55E-07,-735.6327146,144168.3403,-0.000413446,0.076870349,0.001800204,15.07958833,-981.3477408,-11923.85804
"Lime produced using clean fuels and electricity, building savings considered, avoided product SCM",Lime produced using clean fuels and electricity,0,200,1,SCM,-68.11955086,-46755.42276,4.150906088,-46765.17739,5.603721695,4165.481501,5732.828796,-1567.347295,-458709.747,-0.482456018,-6.037128026,-77.60875965,7.20E-06,-1.29E-06,8.49E-06,-9.26E-05,-9.11E-05,-1.50E-06,-879.2991251,128017.2593,-0.000471158,-0.03013524,0.001487422,-32.88684873,-2692.330433,-13008.70653
"Lime produced using clean fuels and electricity, building savings considered, avoided product Aggregate",Lime produced using clean fuels and electricity,0,200,1,Aggregate,-19.22445656,-21475.41329,6.826508588,-21489.80874,7.56894002,59991.86146,60052.58734,-60.72587481,-371313.1054,-0.238389697,8.213319582,88.78677044,1.13E-05,1.45E-06,9.85E-06,6.44E-05,6.45E-05,-2.49E-08,-739.6039674,121576.4196,-0.000418363,0.075493705,0.001758268,12.22269802,-1066.007719,-12330.67622
"Lime produced using clean fuels and electricity, building savings considered, avoided product Filler",Lime produced using clean fuels and electricity,0,200,1,Filler,-70.88548484,-31701.76444,-3.11732323,-31701.06866,2.421536094,24940.65305,26198.67603,-1258.022978,-516587.5972,-0.474439114,-1.299560806,-20.09545381,1.60E-06,-6.17E-06,7.78E-06,-1.27E-04,-1.17E-04,-1.00E-05,-987.0135179,106258.4553,-0.000762654,-0.141710821,0.001375889,-32.26169478,-4334.745656,-12330.67622
"Lime produced using clean fuels and electricity, short distance",Lime produced using clean fuels and electricity,0,50,0,None,37.95781131,10630.53192,8.664041687,10614.3889,7.478977542,36687.87462,34875.33586,1812.538762,83746.54639,0.182099487,11.8393243,132.4681948,8.12E-06,2.80E-06,5.32E-06,1.06E-04,1.02E-04,3.34E-06,138.3716845,144367.9576,0.000146038,0.042021455,0.001152285,43.35058312,989.6267344,5142.715946
"Lime produced using clean fuels and electricity, short distance, avoided product SCM",Lime produced using clean fuels and electricity,0,50,0,SCM,-13.3376005,-14994.7573,5.751867411,-15005.77706,5.267886313,-21410.63636,-21624.57955,213.9431876,-8310.511351,-0.067454837,-3.23578529,-43.00255336,3.76E-06,-4.92E-08,3.81E-06,-5.47E-05,-5.63E-05,1.58E-06,-5.294726038,128216.8765,8.83253E-05,-0.064984133,0.000839503,-4.61585394,-721.3559573,4057.867461
"Lime produced using clean fuels and electricity, short distance, avoided product Aggregate",Lime produced using clean fuels and electricity,0,50,0,Aggregate,35.55749379,10285.25216,8.427469911,10269.59159,7.233104637,34415.7436,32695.17899,1720.564608,79086.13021,0.176611484,11.01466232,123.3929767,7.86E-06,2.69E-06,5.17E-06,1.02E-04,9.93E-05,3.06E-06,134.4004317,121776.0368,0.000141121,0.040644812,0.001110348,40.49369281,904.9667562,4735.897764
"Lime produced using clean fuels and electricity, short distance, avoided product Filler",Lime produced using clean fuels and electricity,0,50,0,Filler,-16.10353448,58.90101606,-1.516361908,58.33167726,2.085700712,-635.4648063,-1158.732311,523.2675045,-66188.36154,-0.059437933,1.501781931,14.51075249,-1.84E-06,-4.93E-06,3.10E-06,-8.90E-05,-8.21E-05,-6.93E-06,-113.0091189,106458.0726,-0.000203171,-0.176559714,0.000727969,-3.990699997,-2363.77118,4735.897764
"Lime produced using clean fuels and electricity, short distance, building savings considered",Lime produced using clean fuels and electricity,0,50,1,None,-64.8113062,-31242.64299,1.31193911,-31245.04583,1.09090435,-10677.2684,-7920.486466,-2756.781935,-507924.951,-0.367863783,-6.346273239,-69.62415684,-3.02E-06,-1.87E-06,-1.15E-06,-4.55E-05,-3.95E-05,-5.93E-06,-831.9082014,80955.58582,-0.000574121,-7.47119E-05,0.000798518,-48.95670487,-1890.005399,-14579.35506
"Lime produced using clean fuels and electricity, short distance, building savings considered, avoided product SCM",Lime produced using clean fuels and electricity,0,50,1,SCM,-116.106718,-56867.93221,-1.600235167,-56865.21179,-1.120186878,-68775.77938,-64420.40187,-4355.377509,-599982.0087,-0.617418107,-21.42138283,-245.094905,-7.38E-06,-4.72E-06,-2.66E-06,-2.06E-04,-1.98E-04,-7.69E-06,-975.5746119,64804.50474,-0.000631834,-0.1070803,0.000485736,-96.92314193,-3600.988091,-15664.20354
"Lime produced using clean fuels and electricity, short distance, building savings considered, avoided product Aggregate",Lime produced using clean fuels and electricity,0,50,1,Aggregate,-67.21162372,-31587.92274,1.075367333,-31589.84314,0.845031446,-12949.39942,-10100.64333,-2848.756089,-512585.3672,-0.373351786,-7.170935222,-78.69937493,-3.28E-06,-1.98E-06,-1.30E-06,-4.87E-05,-4.25E-05,-6.21E-06,-835.8794542,58363.66507,-0.000579038,-0.001451355,0.000756581,-51.81359518,-1974.665377,-14986.17324
"Lime produced using clean fuels and electricity, short distance, building savings considered, avoided product Filler",Lime produced using clean fuels and electricity,0,50,1,Filler,-118.872652,-41814.27389,-8.868464485,-41801.10305,-4.302372479,-48000.60783,-43954.55463,-4046.053192,-657859.8589,-0.609401203,-16.68381561,-187.5815992,-1.30E-05,-9.60E-06,-3.37E-06,-2.40E-04,-2.24E-04,-1.62E-05,-1083.289005,43045.70079,-0.00092333,-0.218655881,0.000374202,-96.29798798,-5243.403314,-14986.17324
"Lime produced using clean fuels and electricity, optimised transport",Lime produced using clean fuels and electricity,1,200,0,None,26.07866093,8763.461097,7.174297561,8750.277893,6.008906308,24334.05432,23004.91095,1329.143376,59511.48415,0.15163595,7.777128029,87.84530994,3.96E-06,2.02E-06,1.94E-06,8.44E-05,8.23E-05,2.07E-06,114.8116764,146261.2234,1.18E-04,0.020688965,0.000966319,27.9349435,801.3118019,5895.809967
"Lime produced using clean fuels and electricity, optimised transport, avoided product SCM",Lime produced using clean fuels and electricity,1,200,0,SCM,-25.21675089,-16861.82812,4.262123285,-16869.88806,3.79781508,-33764.45665,-33495.00446,-269.4521981,-32545.57359,-0.097918374,-7.297981562,-87.62543824,-4.04E-07,-8.30E-07,4.26E-07,-7.59E-05,-7.62E-05,3.10E-07,-28.85473412,130110.1423,6.03E-05,-0.086316624,0.000653537,-20.03149356,-909.6708898,4810.961482
"Lime produced using clean fuels and electricity, optimised transport, avoided product Aggregate",Lime produced using clean fuels and electricity,1,200,0,Aggregate,23.67834341,8418.181346,6.937725785,8405.480587,5.763033404,22061.92331,20824.75408,1237.169222,54851.06797,0.146147947,6.952466046,78.77009185,3.70E-06,1.91E-06,1.79E-06,8.11E-05,7.93E-05,1.79E-06,110.8404236,123669.3026,1.13E-04,0.019312321,0.000924383,25.07805318,716.6518237,5488.991785
"Lime produced using clean fuels and electricity, optimised transport, avoided product Filler",Lime produced using clean fuels and electricity,1,200,0,Filler,-27.98268487,-1808.169803,-3.006106034,-1805.779326,0.615629479,-12989.2851,-13029.15722,39.87211885,-90423.42378,-0.08990147,-2.560414342,-30.11213239,-6.00E-06,-5.72E-06,-2.84E-07,-1.10E-04,-1.02E-04,-8.20E-06,-136.5691269,108351.3384,-2.31E-04,-0.197892205,0.000542004,-19.40633962,-2552.086113,5488.991785
"Lime produced using clean fuels and electricity, optimised transport, building savings considered",Lime produced using clean fuels and electricity,1,200,1,None,-76.69045659,-33109.71381,-0.177805016,-33109.15684,-0.379166883,-23031.0887,-19790.91138,-3240.177321,-532160.0132,-0.39832732,-10.40846951,-114.2470417,-7.18E-06,-2.65E-06,-4.53E-06,-6.67E-05,-5.95E-05,-7.20E-06,-855.4682094,82848.85162,-0.000602165,-0.021407202,0.000612552,-64.37234449,-2078.320332,-13826.26104
"Lime produced using clean fuels and electricity, optimised transport, building savings considered, avoided product SCM",Lime produced using clean fuels and electricity,1,200,1,SCM,-127.9858684,-58735.00303,-3.089979293,-58729.32279,-2.590258112,-81129.59968,-76290.82678,-4838.772895,-624217.071,-0.647881644,-25.4835791,-289.7177899,-1.15E-05,-5.50E-06,-6.04E-06,-2.27E-04,-2.18E-04,-8.96E-06,-999.13462,66697.77054,-0.000659877,-0.128412791,0.00029977,-112.3387816,-3789.303023,-14911.10952
"Lime produced using clean fuels and electricity, optimised transport, building savings considered, avoided product Aggregate",Lime produced using clean fuels and electricity,1,200,1,Aggregate,-79.0907741,-33454.99356,-0.414376793,-33453.95414,-0.625039787,-25303.21972,-21971.06824,-3332.151475,-536820.4294,-0.403815323,-11.23313149,-123.3222598,-7.44E-06,-2.76E-06,-4.68E-06,-6.99E-05,-6.24E-05,-7.48E-06,-859.4394623,60256.93087,-0.000607082,-0.022783846,0.000570616,-67.2292348,-2162.98031,-14233.07922
"Lime produced using clean fuels and electricity, optimised transport, building savings considered, avoided product Filler",Lime produced using clean fuels and electricity,1,200,1,Filler,-130.7518024,-43681.34471,-10.35820861,-43665.21406,-5.772443712,-60354.42812,-55824.97954,-4529.448578,-682094.9212,-0.63986474,-20.74601188,-232.2044841,-1.71E-05,-1.04E-05,-6.75E-06,-2.61E-04,-2.44E-04,-1.75E-05,-1106.849013,44938.96659,-0.000951373,-0.239988372,0.000188237,-111.7136276,-5431.718246,-14233.07922
"Lime produced using clean fuels and electricity, optimised transport, short distance",Lime produced using clean fuels and electricity,1,50,0,None,22.99123193,7635.636849,6.853820342,7623.352546,5.43048259,15364.10433,14369.42196,994.6823614,42369.71539,0.14074308,6.977711533,79.44093726,3.44E-06,1.75E-06,1.69E-06,7.20E-05,7.05E-05,1.47E-06,108.4128108,129038.0854,9.89E-05,0.017452067,0.000855372,23.48759991,715.3835867,4667.115198
"Lime produced using clean fuels and electricity, optimised transport, short distance, avoided product SCM",Lime produced using clean fuels and electricity,1,50,0,SCM,-28.30417989,-17989.65237,3.941646066,-17996.81341,3.219391361,-42734.40665,-42130.49344,-603.9132125,-49687.34235,-0.108811243,-8.097398059,-96.02981092,-9.29E-07,-1.10E-06,1.72E-07,-8.83E-05,-8.80E-05,-2.86E-07,-35.25359975,112887.0043,4.11E-05,-0.089553521,0.00054259,-24.47883715,-995.5991051,3582.266713
"Lime produced using clean fuels and electricity, optimised transport, short distance, avoided product Aggregate",Lime produced using clean fuels and electricity,1,50,0,Aggregate,20.59091441,7290.357098,6.617248566,7278.55524,5.184609686,13091.97331,12189.2651,902.7082074,37709.29921,0.135255078,6.153049549,70.36571917,3.17E-06,1.63E-06,1.54E-06,6.87E-05,6.75E-05,1.19E-06,104.4415579,106446.1647,9.39E-05,0.016075424,0.000813435,20.6307096,630.7236085,4260.297016
"Lime produced using clean fuels and electricity, optimised transport, short distance, avoided product Filler",Lime produced using clean fuels and electricity,1,50,0,Filler,-31.07011387,-2935.99405,-3.326583253,-2932.704673,0.037205761,-21959.2351,-21664.6462,-294.5888955,-107565.1925,-0.10079434,-3.359830839,-38.51650508,-6.52E-06,-5.99E-06,-5.37E-07,-1.23E-04,-1.14E-04,-8.80E-06,-142.9679926,91128.20038,-2.50E-04,-0.201129102,0.000431056,-23.8536832,-2638.014328,4260.297016
"Lime produced using clean fuels and electricity, optimised transport, short distance, building savings considered",Lime produced using clean fuels and electricity,1,50,1,None,-79.77788559,-34237.53806,-0.498282235,-34236.08218,-0.957590601,-32001.0387,-28426.40036,-3574.638335,-549301.782,-0.40922019,-11.20788601,-122.6514144,-7.70E-06,-2.92E-06,-4.78E-06,-7.90E-05,-7.13E-05,-7.80E-06,-861.8670751,65625.71364,-0.000621301,-0.0246441,0.000501605,-68.81968807,-2164.248547,-15054.95581
"Lime produced using clean fuels and electricity, optimised transport, short distance, building savings considered, avoided product SCM",Lime produced using clean fuels and electricity,1,50,1,SCM,-131.0732974,-59862.82728,-3.410456512,-59856.24814,-3.16868183,-90099.54967,-84926.31576,-5173.233909,-641358.8397,-0.658774514,-26.2829956,-298.1221626,-1.21E-05,-5.77E-06,-6.30E-06,-2.39E-04,-2.30E-04,-9.56E-06,-1005.533486,49474.63256,-0.000679014,-0.131649688,0.000188823,-116.7861251,-3875.231239,-16139.80429
"Lime produced using clean fuels and electricity, optimised transport, short distance, building savings considered, avoided product Aggregate",Lime produced using clean fuels and electricity,1,50,1,Aggregate,-82.17820311,-34582.81781,-0.734854012,-34580.87949,-1.203463506,-34273.16971,-30606.55722,-3666.612489,-553962.1982,-0.414708193,-12.03254799,-131.7266325,-7.97E-06,-3.04E-06,-4.93E-06,-8.23E-05,-7.42E-05,-8.08E-06,-865.8383279,43033.79288,-0.000626218,-0.026020743,0.000459668,-71.67657838,-2248.908525,-15461.77399
"Lime produced using clean fuels and electricity, optimised transport, short distance, building savings considered, avoided product Filler",Lime produced using clean fuels and electricity,1,50,1,Filler,-133.8392314,-44809.16896,-10.67868583,-44792.1394,-6.350867431,-69324.37812,-64460.46853,-4863.909592,-699236.6899,-0.65075761,-21.54542838,-240.6088567,-1.77E-05,-1.07E-05,-7.01E-06,-2.74E-04,-2.56E-04,-1.81E-05,-1113.247878,27715.82861,-0.00097051,-0.243225269,7.72894E-05,-116.1609712,-5517.646462,-15461.77399
Lime as tailing by-products from mining operations (generic),Lime as tailing by-products from mining operations (generic),0,200,0,None,92.40003783,7668.904236,12.65287645,7642.777716,13.47364399,1249282.367,1244704.187,4578.180759,241248.1723,0.573769059,25.67766151,282.8581801,5.63E-05,4.02E-05,1.61E-05,0.000792595,0.000778443,1.42E-05,325.6210963,130000.9206,0.000274402,4.069940989,0.001500503,102.9702502,3055.263782,4341.142254
"Lime as tailing by-products from mining operations (generic), avoided product SCM",Lime as tailing by-products from mining operations (generic),0,200,0,SCM,41.10462601,-17956.38498,9.740702177,-17977.38824,11.26255276,1191183.856,1188204.271,2979.585185,149191.1146,0.324214735,10.60255192,107.387432,5.19E-05,3.73E-05,1.46E-05,0.000632258,0.000619864,1.24E-05,181.9546858,113849.8395,0.00021669,3.9629354,0.001187721,55.00381317,1344.281091,3256.293769
"Lime as tailing by-products from mining operations (generic), avoided product Aggregate",Lime as tailing by-products from mining operations (generic),0,200,0,Aggregate,89.99972031,7323.624485,12.41630468,7297.980409,13.22777109,1247010.236,1242524.03,4486.206605,236587.7561,0.568281057,24.85299953,273.7829621,5.60E-05,4.00E-05,1.60E-05,0.000789329,0.000775457,1.39E-05,321.6498435,107408.9999,0.000269485,4.068564345,0.001458566,100.1133599,2970.603804,3934.324072
"Lime as tailing by-products from mining operations (generic), avoided product Filler",Lime as tailing by-products from mining operations (generic),0,200,0,Filler,38.33869204,-2902.726663,2.472472858,-2913.279503,8.080367164,1211959.028,1208670.118,3288.909502,91313.26439,0.332231639,15.34011914,164.9007378,4.63E-05,3.24E-05,1.39E-05,0.000598005,0.000594121,3.88E-06,74.24029299,92091.03558,-7.48063E-05,3.851359819,0.001076187,55.62896712,-298.1341324,3934.324072
"Lime as tailing by-products from mining operations (generic), building savings considered",Lime as tailing by-products from mining operations (generic),0,200,1,None,-10.36907968,-34204.27067,5.300773876,-34216.65702,7.085570802,1201917.224,1201908.364,8.860062519,-350423.3251,0.023805789,7.49206397,80.76582848,4.51E-05,3.55E-05,9.66E-06,0.000641541,0.00063666,4.88E-06,-644.6587895,66588.54884,-0.000445757,4.027844822,0.001146736,10.66296225,175.6316487,-15380.92875
"Lime as tailing by-products from mining operations (generic), building savings considered, avoided product SCM",Lime as tailing by-products from mining operations (generic),0,200,1,SCM,-61.6644915,-59829.55989,2.388599599,-59836.82297,4.874479573,1143818.713,1145408.449,-1589.735511,-442480.3828,-0.225748535,-7.583045622,-94.7049197,4.08E-05,3.26E-05,8.15E-06,0.000481204,0.000478081,3.12E-06,-788.3252,50437.46776,-0.00050347,3.920839233,0.000833954,-37.30347481,-1535.351043,-16465.77723
"Lime as tailing by-products from mining operations (generic), building savings considered, avoided product Aggregate",Lime as tailing by-products from mining operations (generic),0,200,1,Aggregate,-12.7693972,-34549.55042,5.064202099,-34561.45432,6.839697897,1199645.093,1199728.207,-83.11409147,-355083.7413,0.018317786,6.667401986,71.69061039,4.49E-05,3.54E-05,9.51E-06,0.000638275,0.000633674,4.60E-06,-648.6300423,43996.62808,-0.000450674,4.026468178,0.001104799,7.806071934,90.97167045,-15787.74693
"Lime as tailing by-products from mining operations (generic), building savings considered, avoided product Filler",Lime as tailing by-products from mining operations (generic),0,200,1,Filler,-64.43042548,-44775.90157,-4.879629719,-44772.71423,1.692293972,1164593.885,1165874.296,-1280.411194,-500358.233,-0.217731631,-2.845478401,-37.19161385,3.52E-05,2.78E-05,7.44E-06,0.000446951,0.000452338,-5.39E-06,-896.0395929,28678.66381,-0.000794966,3.809263652,0.00072242,-36.67832087,-3177.766266,-15787.74693
"Lime as tailing by-products from mining operations (generic), short distance",Lime as tailing by-products from mining operations (generic),0,50,0,None,44.41287067,-2443.605211,6.901735198,-2457.256682,6.749735419,1176341.107,1174550.956,1790.150545,99975.91057,0.43880697,10.29340671,115.3720348,4.17E-05,3.67E-05,4.98E-06,0.000679421,0.000671459,7.96E-06,229.3456096,66788.16608,1.14E-04,3.992995928,0.000498816,38.93395703,2146.606124,1685.645239
"Lime as tailing by-products from mining operations (generic), short distance, avoided product SCM",Lime as tailing by-products from mining operations (generic),0,50,0,SCM,-6.882541145,-28068.89443,3.989560922,-28077.42264,4.538644191,1118242.596,1118051.041,191.5549709,7918.852823,0.189252646,-4.781702885,-60.0987134,3.73E-05,3.39E-05,3.46E-06,0.000519085,0.00051288,6.20E-06,85.67919903,50637.085,5.60E-05,3.88599034,0.000186034,-9.032480027,435.6234322,600.7967542
"Lime as tailing by-products from mining operations (generic), short distance, avoided product Aggregate",Lime as tailing by-products from mining operations (generic),0,50,0,Aggregate,42.01255315,-2788.884962,6.665163422,-2802.053988,6.503862515,1174068.976,1172370.799,1698.176391,95315.49439,0.433318967,9.468744723,106.2968167,4.14E-05,3.66E-05,4.83E-06,0.000676155,0.000668474,7.68E-06,225.3743567,44196.24533,1.09E-04,3.991619285,0.00045688,36.07706672,2061.946146,1278.827057
"Lime as tailing by-products from mining operations (generic), short distance, avoided product Filler",Lime as tailing by-products from mining operations (generic),0,50,0,Filler,-9.648475124,-13015.23611,-3.278668397,-13013.3139,1.35645859,1139017.767,1138516.888,500.8792879,-49958.99736,0.19726955,-0.044135665,-2.585407556,3.17E-05,2.90E-05,2.75E-06,0.000484832,0.000487138,-2.31E-06,-22.03519379,28878.28106,-2.35E-04,3.774414759,7.45009E-05,-8.407326084,-1206.791791,1278.827057
"Lime as tailing by-products from mining operations (generic), short distance, building savings considered",Lime as tailing by-products from mining operations (generic),0,50,1,None,-58.35624684,-44316.78012,-0.450367379,-44316.69141,0.361662228,1128975.964,1131755.134,-2779.170152,-491695.5868,-0.111156301,-7.892190834,-86.72031689,3.06E-05,3.21E-05,-1.49E-06,0.000528368,0.000529676,-1.31E-06,-740.9342763,3375.79431,-0.000606433,3.950899761,0.000145049,-53.37333095,-733.0260097,-18036.42577
"Lime as tailing by-products from mining operations (generic), short distance, building savings considered, avoided product SCM",Lime as tailing by-products from mining operations (generic),0,50,1,SCM,-109.6516587,-69942.06934,-3.362541656,-69936.85737,-1.849429001,1070877.453,1075255.218,-4377.765726,-583752.6446,-0.360710624,-22.96730043,-262.1910651,2.62E-05,2.92E-05,-3.01E-06,0.000368031,0.000371097,-3.07E-06,-884.6006868,-12775.28677,-0.000664146,3.843894173,-0.000167733,-101.339768,-2444.008701,-19121.27425
