Label,Alkali sorbent,Transport,Transport Distance,Building savings,Avoided product,"Acidification, mol H+ eq","Climate change (total), kg CO2 eq","Climate change (biogenic), kg CO2 eq","Climate change (fossil), kg CO2 eq","Climate change (land use), kg CO2 eq","Ecotoxicity: freshwater, CTUe","ecotoxicity: freshwater, inorganics, CTUe","ecotoxicity: freshwater, organics, CTUe","energy resources: non-renewable, Mjeq","eutrophication: freshwater, kg P eq","eutrophication: marine , kg N eq"," eutrophication: terrestrial, mol N-eq","human toxicity: carcinogenic , CTUh","human toxicity: carcinogenic , inorganics, CTUh","human toxicity: carcinogenic , organics, CTUh","human toxicity: non-carcinogenic , CTUh","human toxicity: non-carcinogenic , inorganics, CTUh","human toxicity: non-carcinogenic , organics, CTUh","ionising radiation: human health , kg Bq U235eq","land use, (dimensionless)","material resources: metals/minerals, kg Sb-eq","ozone depletion, kg CFC11-eq","particulate matter formation, disease incidence","photochemical oxidant formation: human health, kg NMVOC-eq","water use , m3 world eq depriv","Cost, USD2023"
"Lime as tailing by-products from mining operations (generic), short distance, building savings considered, avoided product Aggregate",Lime as tailing by-products from mining operations (generic),0,50,1,Aggregate,-60.75656436,-44662.05987,-0.686939156,-44661.48872,0.115789324,1126703.832,1129574.977,-2871.144306,-496356.003,-0.116644303,-8.716852818,-95.79553497,3.03E-05,3.19E-05,-1.64E-06,0.000525102,0.000526691,-1.59E-06,-744.9055291,-19216.12644,-0.00061135,3.949523118,0.000103113,-56.23022127,-817.685988,-18443.24395
"Lime as tailing by-products from mining operations (generic), short distance, building savings considered, avoided product Filler",Lime as tailing by-products from mining operations (generic),0,50,1,Filler,-112.4175926,-54888.41102,-10.63077097,-54872.74863,-5.031614601,1091652.624,1095721.065,-4068.441409,-641630.4948,-0.352693721,-18.22973321,-204.6777592,2.06E-05,2.43E-05,-3.72E-06,0.000333778,0.000345355,-1.16E-05,-992.3150797,-34534.09072,-0.000955641,3.732318592,-0.000279266,-100.7146141,-4086.423924,-18443.24395
"Lime as tailing by-products from mining operations (generic), optimised transport",Lime as tailing by-products from mining operations (generic),1,200,0,None,32.53372029,-4310.67603,5.411991072,-4321.367685,5.279664186,1163987.286,1162680.531,1306.755159,75740.84833,0.408343433,6.231210434,70.7491499,3.75E-05,3.59E-05,1.60E-06,0.000658226,0.000651532,6.69E-06,205.7856015,68681.43188,8.57E-05,3.971663438,0.000312851,23.51831741,1958.291191,2438.73926
"Lime as tailing by-products from mining operations (generic), optimised transport, avoided product SCM",Lime as tailing by-products from mining operations (generic),1,200,0,SCM,-18.76169153,-29935.96525,2.499816796,-29941.53364,3.068572958,1105888.775,1106180.616,-291.8404148,-16316.20942,0.158789109,-8.843899158,-104.7215983,3.32E-05,3.31E-05,8.31E-08,0.000497889,0.000492953,4.94E-06,62.11919096,52530.35081,2.80E-05,3.864657849,6.86866E-08,-24.44811965,247.3084996,1353.890775
"Lime as tailing by-products from mining operations (generic), optimised transport, avoided product Aggregate",Lime as tailing by-products from mining operations (generic),1,200,0,Aggregate,30.13340277,-4655.95578,5.175419296,-4666.164991,5.033791282,1161715.155,1160500.374,1214.781005,71080.43214,0.40285543,5.40654845,61.67393181,3.73E-05,3.58E-05,1.45E-06,0.00065496,0.000648547,6.41E-06,201.8143487,46089.51113,8.08E-05,3.970286794,0.000270914,20.6614271,1873.631213,2031.921078
"Lime as tailing by-products from mining operations (generic), optimised transport, avoided product Filler",Lime as tailing by-products from mining operations (generic),1,200,0,Filler,-21.52762551,-14882.30693,-4.768412523,-14877.4249,-0.113612643,1126663.947,1126646.463,17.48390219,-74194.0596,0.166806013,-4.106331938,-47.20829244,2.76E-05,2.82E-05,-6.27E-07,0.000463636,0.000467211,-3.57E-06,-45.59520187,30771.54686,-2.64E-04,3.753082268,-0.000111465,-23.82296571,-1395.106723,2031.921078
"Lime as tailing by-products from mining operations (generic), optimised transport, building savings considered",Lime as tailing by-products from mining operations (generic),1,200,1,None,-70.23539723,-46183.85094,-1.940111505,-46180.80242,-1.108409005,1116622.143,1119884.709,-3262.565538,-515930.6491,-0.141619838,-11.95438711,-131.3432018,2.64E-05,3.13E-05,-4.87E-06,0.000507172,0.000509749,-2.58E-06,-764.4942844,5269.06011,-0.000634476,3.929567271,-4.09E-05,-68.78897058,-921.3409423,-17283.33174
"Lime as tailing by-products from mining operations (generic), optimised transport, building savings considered, avoided product SCM",Lime as tailing by-products from mining operations (generic),1,200,1,SCM,-121.530809,-71809.14016,-4.852285782,-71800.96837,-3.319500234,1058523.632,1063384.793,-4861.161112,-607987.7068,-0.391174161,-27.0294967,-306.8139499,2.20E-05,2.84E-05,-6.39E-06,0.000346836,0.00035117,-4.33E-06,-908.1606949,-10882.02097,-0.000692189,3.822561682,-3.54E-04,-116.7554076,-2632.323634,-18368.18023
"Lime as tailing by-products from mining operations (generic), optimised transport, building savings considered, avoided product Aggregate",Lime as tailing by-products from mining operations (generic),1,200,1,Aggregate,-72.63571475,-46529.13069,-2.176683282,-46525.59972,-1.354281909,1114350.012,1117704.552,-3354.539692,-520591.0652,-0.14710784,-12.77904909,-140.4184199,2.61E-05,3.12E-05,-5.02E-06,0.000503906,0.000506764,-2.86E-06,-768.4655372,-17322.86064,-0.000639393,3.928190627,-8.29E-05,-71.64586089,-1006.00092,-17690.14993
"Lime as tailing by-products from mining operations (generic), optimised transport, building savings considered, avoided product Filler",Lime as tailing by-products from mining operations (generic),1,200,1,Filler,-124.296743,-56755.48184,-12.1205151,-56736.85963,-6.501685834,1079298.804,1083850.641,-4551.836795,-665865.557,-0.383157258,-22.29192948,-249.3006441,1.64E-05,2.35E-05,-7.10E-06,0.000312583,0.000325428,-1.28E-05,-1015.875088,-32640.82492,-0.000983685,3.710986101,-4.65E-04,-116.1302537,-4274.738857,-17690.14993
"Lime as tailing by-products from mining operations (generic), optimised transport, short distance",Lime as tailing by-products from mining operations (generic),1,50,0,None,29.44629129,-5438.500277,5.091513853,-5448.293032,4.701240468,1155017.336,1154045.042,972.2941448,58599.07957,0.397450563,5.431793937,62.34477722,3.70E-05,3.57E-05,1.35E-06,0.000645829,0.000639732,6.10E-06,199.3867358,51458.2939,6.65E-05,3.96842654,0.000201903,19.07097383,1872.362976,1210.044491
"Lime as tailing by-products from mining operations (generic), optimised transport, short distance, avoided product SCM",Lime as tailing by-products from mining operations (generic),1,50,0,SCM,-21.84912053,-31063.7895,2.179339576,-31068.45899,2.490149239,1096918.825,1097545.127,-626.3014292,-33457.97818,0.147896239,-9.643315654,-113.125971,3.27E-05,3.28E-05,-1.71E-07,0.000485492,0.000481153,4.34E-06,55.72032532,35307.21282,8.83E-06,3.861420952,-0.000110879,-28.89546323,161.3802844,125.1960057
"Lime as tailing by-products from mining operations (generic), optimised transport, short distance, avoided product Aggregate",Lime as tailing by-products from mining operations (generic),1,50,0,Aggregate,27.04597377,-5783.780028,4.854942077,-5793.090338,4.455367564,1152745.205,1151864.885,880.3199908,53938.66339,0.39196256,4.607131954,53.26955913,3.68E-05,3.56E-05,1.20E-06,0.000642563,0.000636746,5.82E-06,195.415483,28866.37315,6.16E-05,3.967049897,0.000159967,16.21408351,1787.702998,803.2263087
"Lime as tailing by-products from mining operations (generic), optimised transport, short distance, avoided product Filler",Lime as tailing by-products from mining operations (generic),1,50,0,Filler,-24.61505451,-16010.13118,-5.088889742,-16004.35025,-0.692036362,1117693.997,1118010.974,-316.9771122,-91335.82836,0.155913143,-4.905748434,-55.61266512,2.71E-05,2.79E-05,-8.80E-07,0.000451239,0.00045541,-4.17E-06,-51.99406751,13548.40887,-2.83E-04,3.749845371,-0.000222412,-28.27030929,-1481.034939,803.2263087
"Lime as tailing by-products from mining operations (generic), optimised transport, short distance, building savings considered",Lime as tailing by-products from mining operations (generic),1,50,1,None,-73.32282623,-47311.67518,-2.260588724,-47307.72776,-1.686832724,1107652.193,1111249.22,-3597.026552,-533072.4178,-0.152512707,-12.7538036,-139.7475744,2.59E-05,3.10E-05,-5.12E-06,0.000494776,0.000497949,-3.17E-06,-770.89315,-11954.07787,-0.000653613,3.926330373,-0.000151864,-73.23631416,-1007.269157,-18512.02651
"Lime as tailing by-products from mining operations (generic), optimised transport, short distance, building savings considered, avoided product SCM",Lime as tailing by-products from mining operations (generic),1,50,1,SCM,-124.618238,-72936.9644,-5.172763001,-72927.89372,-3.897923952,1049553.682,1054749.304,-5195.622126,-625129.4756,-0.402067031,-27.82891319,-315.2183226,2.15E-05,2.82E-05,-6.64E-06,0.000334439,0.00033937,-4.93E-06,-914.5595605,-28105.15895,-0.000711325,3.819324785,-0.000464646,-121.2027512,-2718.251849,-19596.875
"Lime as tailing by-products from mining operations (generic), optimised transport, short distance, building savings considered, avoided product Aggregate",Lime as tailing by-products from mining operations (generic),1,50,1,Aggregate,-75.72314375,-47656.95493,-2.497160501,-47652.52507,-1.932705628,1105380.062,1109069.063,-3689.000706,-537732.834,-0.15800071,-13.57846559,-148.8227925,2.56E-05,3.09E-05,-5.27E-06,0.00049151,0.000494963,-3.45E-06,-774.8644028,-34545.99862,-0.00065853,3.92495373,-0.0001938,-76.09320447,-1091.929136,-18918.8447
"Lime as tailing by-products from mining operations (generic), optimised transport, short distance, building savings considered, avoided product Filler",Lime as tailing by-products from mining operations (generic),1,50,1,Filler,-127.384172,-57883.30608,-12.44099232,-57863.78498,-7.080109553,1070328.854,1075215.152,-4886.297809,-683007.3258,-0.394050127,-23.09134597,-257.7050168,1.59E-05,2.33E-05,-7.35E-06,0.000300186,0.000313627,-1.34E-05,-1022.273953,-49863.9629,-0.001002821,3.707749204,-0.000576179,-120.5775973,-4360.667072,-18918.8447
"Lime, regenerated using thermal calcination","Lime, regenerated using thermal calcination",0,200,0,None,107.1417536,14374.32558,18.60672843,14334.82148,20.89737415,120167.8491,114634.2029,5533.646277,365137.9744,0.513500192,28.74062779,314.1433583,2.39E-05,7.15E-06,1.67E-05,0.000248323,0.000236673,1.17E-05,457.3781615,103814.7754,0.000381085,0.12780912,0.00166831,119.0082475,7018.897402,7436.009883
"Lime, regenerated using thermal calcination, building savings considered","Lime, regenerated using thermal calcination",0,200,1,None,4.372636122,-27498.84932,11.25462585,-27524.61325,14.50930096,72802.70612,71838.38054,964.3255798,-226533.523,-0.036463079,10.55503025,112.0510067,1.27E-05,2.48E-06,1.03E-05,9.72699E-05,9.49E-05,2.38E-06,-512.9017244,40402.40359,-0.000339075,0.085712953,0.001314543,26.70095952,4139.265269,-12286.06112
"Lime, regenerated using thermal calcination, short distance","Lime, regenerated using thermal calcination",0,50,0,None,59.15458648,4261.816135,12.85558717,4234.787082,14.17346558,47226.58826,44480.9722,2745.616062,223865.7126,0.378538102,13.35637299,146.657213,9.29E-06,3.72E-06,5.57E-06,0.00013515,0.000129689,5.46E-06,361.1026747,40602.02084,0.000220409,0.050864059,0.000666623,54.97195431,6110.239744,4780.512868
"Lime, regenerated using thermal calcination, short distance, building savings considered","Lime, regenerated using thermal calcination",0,50,1,None,-43.61453104,-37611.35877,5.503484596,-37624.64765,7.785392386,-138.5547632,1685.149872,-1823.704635,-367805.7848,-0.171425168,-4.829224552,-55.43513871,-1.85E-06,-9.53E-07,-8.94E-07,-1.59E-05,-1.21E-05,-3.81E-06,-609.1772112,-22810.35093,-0.000499751,0.008767892,0.000312856,-37.33533368,3230.60761,-14941.55814
"Lime, regenerated using thermal calcination, optimised transport","Lime, regenerated using thermal calcination",1,200,0,None,47.27543609,2394.745317,11.36584305,2370.676079,12.70339434,34872.76796,32610.54729,2262.220676,199630.6504,0.348074565,9.294176716,102.0343281,5.13E-06,2.94E-06,2.20E-06,0.000113955,0.000109762,4.19E-06,337.5426666,42495.28664,0.000192366,0.029531569,0.000480658,39.55631469,5921.924811,5533.606889
"Lime, regenerated using thermal calcination, optimised transport, building savings considered","Lime, regenerated using thermal calcination",1,200,1,None,-55.49368142,-39478.42959,4.01374047,-39488.75865,6.315321153,-12492.37506,-10185.27504,-2307.10002,-392040.847,-0.201888705,-8.891420824,-100.0580236,-6.01E-06,-1.73E-06,-4.27E-06,-3.71E-05,-3.20E-05,-5.08E-06,-632.7372192,-20917.08513,-0.000527794,-0.012564598,0.000126891,-52.7509733,3042.292678,-14188.46412
"Lime, regenerated using thermal calcination, optimised transport, short distance","Lime, regenerated using thermal calcination",1,50,0,None,44.18800709,1266.921069,11.04536583,1243.750732,12.12497063,25902.81796,23975.0583,1927.759662,182488.8816,0.337181696,8.49476022,93.6299554,4.61E-06,2.66E-06,1.94E-06,1.02E-04,9.80E-05,3.60E-06,331.143801,25272.14866,0.000173229,0.026294672,0.00036971,35.1089711,5835.996596,4304.912119
"Lime, regenerated using thermal calcination, optimised transport, short distance, building savings considered","Lime, regenerated using thermal calcination",1,50,1,None,-58.58111042,-40606.25384,3.693263251,-40615.684,5.736897435,-21462.32506,-18820.76402,-2641.561035,-409182.6158,-0.212781575,-9.690837321,-108.4623963,-6.53E-06,-2.01E-06,-4.53E-06,-4.95E-05,-4.38E-05,-5.67E-06,-639.1360849,-38140.22311,-0.00054693,-0.015801495,1.59E-05,-57.19831688,2956.364462,-15417.15889
"Lime, regenerated using electrical calcination","Lime, regenerated using electrical calcination",0,200,0,None,79.58599077,7012.001251,9.146177609,6992.161463,10.6936105,109196.3082,104641.5829,4554.725326,223233.2938,0.272081186,22.9684742,250.6303555,2.32E-05,6.85E-06,1.63E-05,0.00023222,0.000221175,1.10E-05,236.4563251,95204.8446,0.000253249,0.160265845,0.001422642,94.61919462,1707.404678,6508.917365
"Lime, regenerated using electrical calcination, building savings considered","Lime, regenerated using electrical calcination",0,200,1,None,-23.18312674,-34861.17365,1.794075031,-34867.27327,4.305537311,61831.1652,61845.76057,-14.59537097,-368438.2035,-0.277882085,4.782876661,48.53800384,1.21E-05,2.18E-06,9.87E-06,8.12E-05,7.94E-05,1.77E-06,-733.8235608,31792.47283,-0.000466911,0.118169678,0.001068875,2.311906637,-1172.227456,-13213.15364
"Lime, regenerated using electrical calcination, short distance","Lime, regenerated using electrical calcination",0,50,0,None,31.59882361,-3100.508195,3.395036354,-3107.872934,3.969701929,36255.04734,34488.35222,1766.695111,81961.03209,0.137119096,7.584219397,83.14421014,8.61E-06,3.42E-06,5.19E-06,0.000119046,0.000114191,4.85E-06,140.1808383,31992.09007,9.26E-05,0.083320785,0.000420955,30.58290142,798.7470196,3853.42035
"Lime, regenerated using electrical calcination, short distance, building savings considered","Lime, regenerated using electrical calcination",0,50,1,None,-71.1702939,-44973.6831,-3.957066224,-44967.30766,-2.418371263,-11110.09569,-8307.4701,-2802.625586,-509710.4653,-0.412844174,-10.60137814,-118.9481415,-2.53E-06,-1.25E-06,-1.28E-06,-3.20E-05,-2.76E-05,-4.42E-06,-830.0990476,-31420.2817,-0.000627587,0.041224618,6.72E-05,-61.72438656,-2080.885114,-15868.65065
"Lime, regenerated using electrical calcination, optimised transport","Lime, regenerated using electrical calcination",1,200,0,None,19.71967322,-4967.579014,1.905292228,-4971.983937,2.499630695,23901.22704,22617.92731,1283.299726,57725.96985,0.106655559,3.522023125,38.52132526,4.45E-06,2.64E-06,1.81E-06,9.79E-05,9.43E-05,3.59E-06,116.6208302,33885.35587,6.45E-05,0.061988294,0.00023499,15.1672618,610.4320871,4606.514371
"Lime, regenerated using electrical calcination, optimised transport, building savings considered","Lime, regenerated using electrical calcination",1,200,1,None,-83.04944429,-46840.75392,-5.44681035,-46831.41867,-3.888442496,-23463.91598,-20177.89501,-3286.020971,-533945.5275,-0.443307711,-14.66357442,-163.5710264,-6.69E-06,-2.03E-06,-4.66E-06,-5.32E-05,-4.75E-05,-5.68E-06,-853.6590556,-29527.0159,-0.00065563,0.019892127,-0.000118777,-77.14002619,-2269.200047,-15115.55663
"Lime, regenerated using electrical calcination, optimised transport, short distance","Lime, regenerated using electrical calcination",1,50,0,None,16.63224422,-6095.403262,1.584815008,-6098.909284,1.921206977,14931.27704,13982.43833,948.8387113,40584.20109,0.09576269,2.722606628,30.11695258,3.93E-06,2.37E-06,1.56E-06,8.55E-05,8.25E-05,2.99E-06,110.2219646,16662.21789,4.54E-05,0.058751397,0.000124042,10.71991822,524.5038719,3377.819602
"Lime, regenerated using electrical calcination, optimised transport, short distance, building savings considered","Lime, regenerated using electrical calcination",1,50,1,None,-86.13687329,-47968.57817,-5.767287569,-47958.34401,-4.466866214,-32433.86598,-28813.38399,-3620.481986,-551087.2963,-0.454200581,-15.46299091,-171.9753991,-7.21E-06,-2.30E-06,-4.91E-06,-6.56E-05,-5.93E-05,-6.28E-06,-860.0579213,-46750.15388,-0.000674766,0.01665523,-0.000229725,-81.58736977,-2355.128262,-16344.2514
NaOH - commercial,NaOH - commercial,0,200,0,None,198.535654,30185.4185,33.92582434,30145.3553,6.137373175,234770.1004,223813.1153,10956.98501,533241.3016,1.142029741,43.87067071,473.0261457,3.72E-05,1.48E-05,2.24E-05,0.000473475,0.000452003,2.15E-05,1312.379079,187848.2999,0.014310115,0.58051245,0.001980584,166.6263285,19842.96654,9947.20286
"NaOH - commercial, avoided product Sodium carbonate",NaOH - commercial,0,200,0,Sodium carbonate,198.535654,30185.4185,33.92582434,30145.3553,6.137373175,234770.1004,223813.1153,10956.98501,533241.3016,1.142029741,43.87067071,473.0261457,3.72E-05,1.48E-05,2.24E-05,0.000473475,0.000452003,2.15E-05,1312.379079,187848.2999,0.014310115,0.58051245,0.001980584,166.6263285,19842.96654,9947.20286
"NaOH - commercial, building savings considered",NaOH - commercial,0,200,1,None,95.76653648,-11687.75641,26.57372177,-11714.07943,-0.250700016,187404.9573,181017.293,6387.664317,-58430.19577,0.59206647,25.68507317,270.933794,2.61E-05,1.02E-05,1.59E-05,0.000322422,0.000310221,1.22E-05,342.0991934,124435.9281,0.013589956,0.538416283,0.001626817,74.31904048,16963.33441,-9774.868144
"NaOH - commercial, building savings considered, avoided product Sodium carbonate",NaOH - commercial,0,200,1,Sodium carbonate,95.76653648,-11687.75641,26.57372177,-11714.07943,-0.250700016,187404.9573,181017.293,6387.664317,-58430.19577,0.59206647,25.68507317,270.933794,2.61E-05,1.02E-05,1.59E-05,0.000322422,0.000310221,1.22E-05,342.0991934,124435.9281,0.013589956,0.538416283,0.001626817,74.31904048,16963.33441,-9774.868144
"NaOH - commercial, short distance",NaOH - commercial,0,50,0,None,150.5484868,20072.90905,28.17468309,20045.3209,-0.586535398,161828.8395,153659.8847,8168.954799,391969.0399,1.007067651,28.4864159,305.5400003,2.27E-05,1.14E-05,1.12E-05,0.000360302,0.00034502,1.53E-05,1216.103592,124635.5453,0.014149439,0.50356739,0.000978897,102.5900353,18934.30888,7291.705845
"NaOH - commercial, short distance, avoided product Sodium carbonate",NaOH - commercial,0,50,0,Sodium carbonate,150.5484868,20072.90905,28.17468309,20045.3209,-0.586535398,161828.8395,153659.8847,8168.954799,391969.0399,1.007067651,28.4864159,305.5400003,2.27E-05,1.14E-05,1.12E-05,0.000360302,0.00034502,1.53E-05,1216.103592,124635.5453,0.014149439,0.50356739,0.000978897,102.5900353,18934.30888,7291.705845
"NaOH - commercial, short distance, building savings considered",NaOH - commercial,0,50,1,None,47.77936932,-21800.26586,20.82258051,-21814.11383,-6.97460859,114463.6964,110864.0623,3599.634102,-199702.4575,0.457104381,10.30081836,103.4476486,1.15E-05,6.75E-06,4.77E-06,0.000209248,0.000203237,6.01E-06,245.8237066,61223.17357,0.01342928,0.461471223,0.00062513,10.28274728,16054.67675,-12430.36516
"NaOH - commercial, short distance, building savings considered, avoided product Sodium carbonate",NaOH - commercial,0,50,1,Sodium carbonate,47.77936932,-21800.26586,20.82258051,-21814.11383,-6.97460859,114463.6964,110864.0623,3599.634102,-199702.4575,0.457104381,10.30081836,103.4476486,1.15E-05,6.75E-06,4.77E-06,0.000209248,0.000203237,6.01E-06,245.8237066,61223.17357,0.01342928,0.461471223,0.00062513,10.28274728,16054.67675,-12430.36516
"NaOH - commercial, optimised transport",NaOH - commercial,1,200,0,None,138.6693364,18205.83823,26.68493896,18181.2099,-2.056606631,149475.0192,141789.4598,7685.559413,367733.9776,0.976604114,24.42421963,260.9171154,1.85E-05,1.06E-05,7.86E-06,0.000339106,0.000325093,1.40E-05,1192.543584,126528.8111,0.014121396,0.482234899,0.000792932,87.17439564,18745.99395,8044.799866
"NaOH - commercial, optimised transport, avoided product Sodium carbonate",NaOH - commercial,1,200,0,Sodium carbonate,138.6693364,18205.83823,26.68493896,18181.2099,-2.056606631,149475.0192,141789.4598,7685.559413,367733.9776,0.976604114,24.42421963,260.9171154,1.85E-05,1.06E-05,7.86E-06,0.000339106,0.000325093,1.40E-05,1192.543584,126528.8111,0.014121396,0.482234899,0.000792932,87.17439564,18745.99395,8044.799866
"NaOH - commercial, optimised transport, building savings considered",NaOH - commercial,1,200,1,None,35.90021893,-23667.33667,19.33283639,-23678.22483,-8.444679823,102109.8762,98993.63744,3116.238717,-223937.5198,0.426640844,6.238622089,58.82476377,7.35E-06,5.96E-06,1.39E-06,0.000188053,0.00018331,4.74E-06,222.2636985,63116.43937,0.013401237,0.440138732,0.000439165,-5.132892348,15866.36182,-11677.27114
"NaOH - commercial, optimised transport, building savings considered, avoided product Sodium carbonate",NaOH - commercial,1,200,1,Sodium carbonate,35.90021893,-23667.33667,19.33283639,-23678.22483,-8.444679823,102109.8762,98993.63744,3116.238717,-223937.5198,0.426640844,6.238622089,58.82476377,7.35E-06,5.96E-06,1.39E-06,0.000188053,0.00018331,4.74E-06,222.2636985,63116.43937,0.013401237,0.440138732,0.000439165,-5.132892348,15866.36182,-11677.27114
"NaOH - commercial, optimised transport, short distance",NaOH - commercial,1,50,0,None,135.5819074,17078.01398,26.36446174,17054.28455,-2.63503035,140505.0692,133153.9708,7351.098399,350592.2089,0.965711244,23.62480313,252.5127428,1.80E-05,1.04E-05,7.60E-06,0.00032671,0.000313292,1.34E-05,1186.144719,109305.6732,0.01410226,0.478998002,0.000681984,82.72705206,18660.06574,6816.105097
"NaOH - commercial, optimised transport, short distance, avoided product Sodium carbonate",NaOH - commercial,1,50,0,Sodium carbonate,135.5819074,17078.01398,26.36446174,17054.28455,-2.63503035,140505.0692,133153.9708,7351.098399,350592.2089,0.965711244,23.62480313,252.5127428,1.80E-05,1.04E-05,7.60E-06,0.00032671,0.000313292,1.34E-05,1186.144719,109305.6732,0.01410226,0.478998002,0.000681984,82.72705206,18660.06574,6816.105097
"NaOH - commercial, optimised transport, short distance, building savings considered",NaOH - commercial,1,50,1,None,32.81278993,-24795.16092,19.01235917,-24805.15018,-9.023103541,93139.92616,90358.14845,2781.777702,-241079.2885,0.415747974,5.439205592,50.42039109,6.83E-06,5.69E-06,1.13E-06,0.000175656,0.000171509,4.15E-06,215.8648329,45893.30139,0.0133821,0.436901835,0.000328217,-9.58023593,15780.4336,-12905.96591
"NaOH - commercial, optimised transport, short distance, building savings considered, avoided product Sodium carbonate",NaOH - commercial,1,50,1,Sodium carbonate,32.81278993,-24795.16092,19.01235917,-24805.15018,-9.023103541,93139.92616,90358.14845,2781.777702,-241079.2885,0.415747974,5.439205592,50.42039109,6.83E-06,5.69E-06,1.13E-06,0.000175656,0.000171509,4.15E-06,215.8648329,45893.30139,0.0133821,0.436901835,0.000328217,-9.58023593,15780.4336,-12905.96591
NaOH - renewable,NaOH - renewable,0,200,0,None,125.8583649,13666.32247,31.83532853,13628.02156,6.465587637,215183.3621,207203.7461,7979.615981,313089.4343,0.745279393,32.18456038,342.4847127,3.50E-05,1.52E-05,1.98E-05,0.000472723,0.000450733,2.20E-05,425.7411488,141681.9937,0.014071169,0.651834045,0.001851747,123.0383218,18007.24265,9573.465487
"NaOH - renewable, avoided product Sodium carbonate",NaOH - renewable,0,200,0,Sodium carbonate,125.8583649,13666.32247,31.83532853,13628.02156,6.465587637,215183.3621,207203.7461,7979.615981,313089.4343,0.745279393,32.18456038,342.4847127,3.50E-05,1.52E-05,1.98E-05,0.000472723,0.000450733,2.20E-05,425.7411488,141681.9937,0.014071169,0.651834045,0.001851747,123.0383218,18007.24265,9573.465487
"NaOH - renewable, building savings considered",NaOH - renewable,0,200,1,None,23.08924742,-28206.85243,24.48322595,-28231.41317,0.077514446,167818.2191,164407.9238,3410.295284,-278582.0631,0.195316123,13.99896284,140.392361,2.39E-05,1.05E-05,1.34E-05,0.000321669,0.00030895,1.27E-05,-544.538737,78269.6219,0.01335101,0.609737878,0.00149798,30.73103378,15127.61052,-10148.60552
"NaOH - renewable, building savings considered, avoided product Sodium carbonate",NaOH - renewable,0,200,1,Sodium carbonate,23.08924742,-28206.85243,24.48322595,-28231.41317,0.077514446,167818.2191,164407.9238,3410.295284,-278582.0631,0.195316123,13.99896284,140.392361,2.39E-05,1.05E-05,1.34E-05,0.000321669,0.00030895,1.27E-05,-544.538737,78269.6219,0.01335101,0.609737878,0.00149798,30.73103378,15127.61052,-10148.60552
"NaOH - renewable, short distance",NaOH - renewable,0,50,0,None,77.87119778,3553.813027,26.08418727,3527.987161,-0.258320936,142242.1012,137050.5154,5191.585766,171817.1725,0.610317304,16.80030557,174.9985673,2.04E-05,1.18E-05,8.67E-06,0.000359549,0.000343749,1.58E-05,329.465662,78469.23915,0.013910494,0.574888985,0.000850061,59.00202856,17098.58499,6917.968471
"NaOH - renewable, short distance, avoided product Sodium carbonate",NaOH - renewable,0,50,0,Sodium carbonate,77.87119778,3553.813027,26.08418727,3527.987161,-0.258320936,142242.1012,137050.5154,5191.585766,171817.1725,0.610317304,16.80030557,174.9985673,2.04E-05,1.18E-05,8.67E-06,0.000359549,0.000343749,1.58E-05,329.465662,78469.23915,0.013910494,0.574888985,0.000850061,59.00202856,17098.58499,6917.968471
"NaOH - renewable, short distance, building savings considered",NaOH - renewable,0,50,1,None,-24.89791974,-38319.36188,18.7320847,-38331.44757,-6.646394128,94876.95817,94254.69311,622.2650692,-419854.3249,0.060354034,-1.385291967,-27.09378434,9.30E-06,7.09E-06,2.20E-06,0.000208496,0.000201967,6.53E-06,-640.8142238,15056.86738,0.013190334,0.532792818,0.000496294,-33.30525942,14218.95286,-12804.10253
"NaOH - renewable, short distance, building savings considered, avoided product Sodium carbonate",NaOH - renewable,0,50,1,Sodium carbonate,-24.89791974,-38319.36188,18.7320847,-38331.44757,-6.646394128,94876.95817,94254.69311,622.2650692,-419854.3249,0.060354034,-1.385291967,-27.09378434,9.30E-06,7.09E-06,2.20E-06,0.000208496,0.000201967,6.53E-06,-640.8142238,15056.86738,0.013190334,0.532792818,0.000496294,-33.30525942,14218.95286,-12804.10253
"NaOH - renewable, optimised transport",NaOH - renewable,1,200,0,None,65.99204739,1686.742208,24.59444315,1663.876157,-1.728392169,129888.2809,125180.0905,4708.19038,147582.1103,0.579853767,12.7381093,130.3756824,1.63E-05,1.10E-05,5.29E-06,0.000338354,0.000323822,1.45E-05,305.905654,80362.50495,0.01388245,0.553556494,0.000664095,43.58638894,16910.27006,7671.062493
"NaOH - renewable, optimised transport, avoided product Sodium carbonate",NaOH - renewable,1,200,0,Sodium carbonate,65.99204739,1686.742208,24.59444315,1663.876157,-1.728392169,129888.2809,125180.0905,4708.19038,147582.1103,0.579853767,12.7381093,130.3756824,1.63E-05,1.10E-05,5.29E-06,0.000338354,0.000323822,1.45E-05,305.905654,80362.50495,0.01388245,0.553556494,0.000664095,43.58638894,16910.27006,7671.062493
"NaOH - renewable, optimised transport, building savings considered",NaOH - renewable,1,200,1,None,-36.77707012,-40186.4327,17.24234057,-40195.55857,-8.116465361,82523.13788,82384.2682,138.8696835,-444089.3871,0.029890497,-5.447488239,-71.71666922,5.14E-06,6.31E-06,-1.18E-06,0.0001873,0.00018204,5.26E-06,-664.3742319,16950.13318,0.013162291,0.511460327,0.000310328,-48.72089905,14030.63793,-12051.00851
