Label,Alkali sorbent,Transport,Transport Distance,Building savings,Avoided product,"Acidification, mol H+ eq","Climate change (total), kg CO2 eq","Climate change (biogenic), kg CO2 eq","Climate change (fossil), kg CO2 eq","Climate change (land use), kg CO2 eq","Ecotoxicity: freshwater, CTUe","ecotoxicity: freshwater, inorganics, CTUe","ecotoxicity: freshwater, organics, CTUe","energy resources: non-renewable, Mjeq","eutrophication: freshwater, kg P eq","eutrophication: marine , kg N eq"," eutrophication: terrestrial, mol N-eq","human toxicity: carcinogenic , CTUh","human toxicity: carcinogenic , inorganics, CTUh","human toxicity: carcinogenic , organics, CTUh","human toxicity: non-carcinogenic , CTUh","human toxicity: non-carcinogenic , inorganics, CTUh","human toxicity: non-carcinogenic , organics, CTUh","ionising radiation: human health , kg Bq U235eq","land use, (dimensionless)","material resources: metals/minerals, kg Sb-eq","ozone depletion, kg CFC11-eq","particulate matter formation, disease incidence","photochemical oxidant formation: human health, kg NMVOC-eq","water use , m3 world eq depriv","Cost, USD2023"
"Conventional lime (commercial), optimised transport, short distance, building savings considered, avoided product Aggregate",Conventional lime (commercial),1,50,1,Aggregate,9.393836075,-21539.32888,-138.3056289,-21368.66497,-19.92216551,13108.8849,15348.27301,-2134.741645,-416735.6556,-1.600952604,-4.202795107,-53.80593843,-4.12E-06,-2.28E-06,-1.84E-06,-7.33E-05,-6.84E-05,-5.05E-06,-608.753616,-19308.45917,-0.000414089,-0.030962502,0.000275566,-24.69316482,-2209.337091,-17900.41025
"Conventional lime (commercial), optimised transport, short distance, building savings considered, avoided product Filler",Conventional lime (commercial),1,50,1,Filler,-43.76509867,-31967.48871,-148.2208917,-31781.5903,-25.24140603,-23223.998,-19741.58236,-3377.769172,-564487.6295,-1.840719199,-14.19303944,-167.867018,-1.39E-05,-9.95E-06,-4.00E-06,-0.0002662,-0.00025115,-1.51E-05,-852.8503013,-54557.87356,-0.000760472,-0.248708263,-0.000127791,-70.81167394,-5510.625505,-17900.41025
Lime produced using clean fuels and electricity,Lime produced using clean fuels and electricity,0,200,0,None,75.23292259,19708.70821,31.6234137,19653.83175,15.23637741,98896.70575,94539.15788,4357.547872,218322.5206,0.451872683,25.39249002,280.0962513,2.23455E-05,6.16561E-06,1.61817E-05,0.000214865,0.000205297,9.49537E-06,261.9025742,203443.7985,0.000349294,0.119179521,0.002103562,103.0867301,1933.345584,6966.085032
"Lime produced using clean fuels and electricity, avoided product SCM",Lime produced using clean fuels and electricity,0,200,0,SCM,23.70201423,-5822.417136,26.04246035,-5868.601469,12.12520657,69733.20945,66632.89467,3100.314776,123730.2931,0.171721873,10.11374138,102.8541662,1.86117E-05,4.00104E-06,1.46125E-05,5.94E-05,5.20507E-05,7.27651E-06,71.77544775,186904.0744,0.000256049,0.109009564,0.001804523,53.87196643,0.634145,6423.66079
"Lime produced using clean fuels and electricity, avoided product Aggregate",Lime produced using clean fuels and electricity,0,200,0,Aggregate,74.33051154,19565.23713,31.35827292,19510.69985,15.16234111,97906.24923,93594.94508,4311.304143,216139.5866,0.450101858,25.04519198,276.1998885,2.2215E-05,6.09741E-06,1.61194E-05,0.000213172,0.000203774,9.32523E-06,254.6184561,200783.3279,0.000346468,0.118344113,0.002082603,101.8639561,1881.236084,6423.66079
"Lime produced using clean fuels and electricity, avoided product Filler",Lime produced using clean fuels and electricity,0,200,0,Filler,21.1715768,9137.077309,21.44301011,9097.774531,9.843100584,61573.36633,58505.08971,3068.276615,68387.61272,0.210335263,15.05494765,162.138809,1.2384E-05,-1.57E-06,1.39559E-05,2.02755E-05,2.09752E-05,-7.73E-07,10.5217708,165533.9135,8.50E-08,-0.099401648,0.001679246,55.74544694,-1420.052331,6423.66079
"Lime produced using clean fuels and electricity, building savings considered",Lime produced using clean fuels and electricity,0,200,1,None,28.94508303,-16835.55822,-134.9777195,-16699.8035,-8.793669463,65458.01868,65344.13901,113.8796689,-328753.1966,-1.486040259,15.22426527,160.7092365,1.41183E-05,1.50016E-06,1.262E-05,6.38196E-05,6.21514E-05,1.59525E-06,-484.5639189,168725.6635,-0.000225924,0.0753161,0.001866657,42.01630325,-981.5883441,-14226.88825
"Lime produced using clean fuels and electricity, building savings considered, avoided product SCM",Lime produced using clean fuels and electricity,0,200,1,SCM,-22.58582533,-42366.68356,-140.5586729,-42222.23672,-11.90484031,36294.52238,37437.87581,-1143.353427,-423345.4242,-1.766191068,-0.054483368,-16.53284855,1.03846E-05,-6.64E-07,1.10508E-05,-9.16E-05,-9.11E-05,-6.24E-07,-674.6910454,152185.9394,-0.000319168,0.065146143,0.001567618,-7.198460376,-2914.299783,-14769.31249
"Lime produced using clean fuels and electricity, building savings considered, avoided product Aggregate",Lime produced using clean fuels and electricity,0,200,1,Aggregate,28.04267198,-16979.02929,-135.2428603,-16842.93539,-8.867705768,64467.56216,64399.92622,67.63593967,-330936.1307,-1.487811084,14.87696723,156.8128737,1.39878E-05,1.43196E-06,1.25577E-05,6.21269E-05,6.06289E-05,1.42511E-06,-491.848037,166065.1929,-0.000228749,0.074480692,0.001845698,40.79352926,-1033.697844,-14769.31249
"Lime produced using clean fuels and electricity, building savings considered, avoided product Filler",Lime produced using clean fuels and electricity,0,200,1,Filler,-25.11626277,-27407.18912,-145.1581231,-27255.86072,-14.18694629,28134.67926,29310.07085,-1175.391588,-478688.1046,-1.727577679,4.886722901,42.75179419,4.1569E-06,-6.24E-06,1.03942E-05,-0.00013077,-0.00012217,-8.67E-06,-735.9447223,130815.7785,-0.000575132,-0.143265069,0.001442341,-5.324979863,-4334.986259,-14769.31249
"Lime produced using clean fuels and electricity, short distance",Lime produced using clean fuels and electricity,0,50,0,None,30.7342869,9965.997153,25.54621794,9923.257774,9.176494861,32753.77092,31022.98512,1730.785794,78686.67716,0.327713779,10.71463232,120.591655,7.84394E-06,2.81186E-06,5.03395E-06,0.000105288,0.000101968,3.24756E-06,129.8354159,141031.2598,0.000146081,0.042399265,0.001128074,39.72767664,1011.914399,4310.588017
"Lime produced using clean fuels and electricity, short distance, avoided product SCM",Lime produced using clean fuels and electricity,0,50,0,SCM,-20.79662146,-15565.12819,19.96526459,-15599.17545,6.065324017,3590.274614,3116.721916,473.5526977,-15905.55043,0.04756297,-4.564116319,-56.65043002,4.11017E-06,6.47292E-07,3.46475E-06,-5.02E-05,-5.13E-05,1.02869E-06,-60.29171052,124491.5357,5.28365E-05,0.032229308,0.000829036,-9.487086992,-920.7970407,3768.163774
"Lime produced using clean fuels and electricity, short distance, avoided product Aggregate",Lime produced using clean fuels and electricity,0,50,0,Aggregate,29.83187585,9822.526079,25.28107716,9780.125877,9.102458556,31763.31439,30078.77232,1684.542065,76503.74313,0.325942955,10.36733428,116.6952923,7.71344E-06,2.74366E-06,4.97166E-06,0.000103595,0.000100445,3.07741E-06,122.5512979,138370.7892,0.000143255,0.041563857,0.001107115,38.50490264,959.8048983,3768.163774
"Lime produced using clean fuels and electricity, short distance, avoided product Filler",Lime produced using clean fuels and electricity,0,50,0,Filler,-23.32705889,-605.6337463,15.36581435,-632.7994453,3.783218032,-4569.568509,-5011.083046,441.514537,-71248.23077,0.086176359,0.37708995,2.634212714,-2.12E-06,-4.92E-06,2.8081E-06,-8.93E-05,-8.24E-05,-7.02E-06,-121.5453875,103121.3748,-0.000203128,-0.176181904,0.000703758,-7.613606479,-2341.483516,3768.163774
"Lime produced using clean fuels and electricity, short distance, building savings considered",Lime produced using clean fuels and electricity,0,50,1,None,-15.55355266,-26578.26927,-141.0549153,-26430.37747,-14.85355202,-684.9161537,1827.966256,-2512.882409,-468389.0401,-1.610199162,0.546407574,1.204640286,-3.83E-07,-1.85E-06,1.47228E-06,-4.58E-05,-4.12E-05,-4.65E-06,-616.6310772,106313.1248,-0.000429137,-0.001464156,0.000891169,-21.34275017,-1903.01953,-16882.38526
"Lime produced using clean fuels and electricity, short distance, building savings considered, avoided product SCM",Lime produced using clean fuels and electricity,0,50,1,SCM,-67.08446103,-52109.39462,-146.6358686,-51952.81069,-17.96472286,-29848.41246,-26078.29695,-3770.115506,-562981.2677,-1.890349971,-14.73234107,-176.0374448,-4.12E-06,-4.02E-06,-9.69262E-08,-0.000201222,-0.000194424,-6.87E-06,-806.7582036,89773.40071,-0.000522381,-0.011634113,0.000592131,-70.5575138,-3835.730969,-17424.8095
"Lime produced using clean fuels and electricity, short distance, building savings considered, avoided product Aggregate",Lime produced using clean fuels and electricity,0,50,1,Aggregate,-16.45596372,-26721.74035,-141.320056,-26573.50937,-14.92758832,-1675.372681,883.7534574,-2559.126139,-470571.9742,-1.611969987,0.199109536,-2.691722498,-5.14E-07,-1.92E-06,1.40998E-06,-4.75E-05,-4.27E-05,-4.82E-06,-623.9151952,103652.6542,-0.000431962,-0.002299564,0.00087021,-22.56552417,-1955.12903,-17424.8095
"Lime produced using clean fuels and electricity, short distance, building savings considered, avoided product Filler",Lime produced using clean fuels and electricity,0,50,1,Filler,-69.61489846,-37149.90017,-151.2353189,-36986.43469,-20.24682884,-38008.25558,-34206.10191,-3802.153666,-618323.9481,-1.851736582,-9.791134797,-116.752802,-1.03E-05,-9.59E-06,-7.54E-07,-0.000240347,-0.000225499,-1.49E-05,-868.0118806,68403.2398,-0.000778345,-0.220045325,0.000466854,-68.68403328,-5256.417445,-17424.8095
"Lime produced using clean fuels and electricity, optimised transport",Lime produced using clean fuels and electricity,1,200,0,None,20.01798034,8222.192465,23.94778898,8182.300244,7.927765635,22666.0593,21364.91285,1301.146454,54997.08768,0.300851305,6.88790175,78.62928655,3.71078E-06,2.05629E-06,1.65636E-06,8.52912E-05,8.32589E-05,1.95948E-06,94.34485065,143191.2643,0.000103858,0.021121709,0.000950841,24.53778361,819.3416235,5063.682038
"Lime produced using clean fuels and electricity, optimised transport, avoided product SCM",Lime produced using clean fuels and electricity,1,200,0,SCM,-31.51292802,-17308.93288,18.36683563,-17340.13298,4.81659479,-6497.437,-6541.350357,43.91335752,-39595.13991,0.020700496,-8.39084689,-98.61279853,-2.29886E-08,-1.08E-07,8.71584E-08,-7.02E-05,-7.00E-05,-2.59E-07,-95.78227576,126651.5401,1.06142E-05,0.010951752,0.000651803,-24.67698002,-1113.369816,4521.257796
"Lime produced using clean fuels and electricity, optimised transport, avoided product Aggregate",Lime produced using clean fuels and electricity,1,200,0,Aggregate,19.11556929,8078.721391,23.6826482,8039.168347,7.85372933,21675.60278,20420.70005,1254.902725,52814.15364,0.29908048,6.540603713,74.73292376,3.58028E-06,1.98809E-06,1.59406E-06,8.35986E-05,8.17364E-05,1.78934E-06,87.06073262,140530.7936,0.000101033,0.020286301,0.000929883,23.31500961,767.2321234,4521.257796
"Lime produced using clean fuels and electricity, optimised transport, avoided product Filler",Lime produced using clean fuels and electricity,1,200,0,Filler,-34.04336546,-2349.438434,13.76738539,-2373.756975,2.534488806,-14657.28012,-14669.15532,11.87519679,-94937.82025,0.059313885,-3.449640621,-39.32815579,-6.25E-06,-5.68E-06,-5.69E-07,-0.000109298,-0.000101063,-8.31E-06,-157.0359527,105281.3792,-0.00024535,-0.19745946,0.000526526,-22.80349951,-2534.056291,4521.257796
"Lime produced using clean fuels and electricity, optimised transport, building savings considered",Lime produced using clean fuels and electricity,1,200,1,None,-26.26985923,-28322.07396,-142.6533442,-28171.335,-16.10228124,-10772.62777,-7830.106018,-2942.52175,-492078.6296,-1.637061637,-3.280322997,-40.75772822,-4.52E-06,-2.61E-06,-1.91E-06,-6.58E-05,-5.99E-05,-5.94E-06,-652.1216424,108473.1292,-0.000471359,-0.022741712,0.000713936,-36.5326432,-2095.592305,-16129.29124
"Lime produced using clean fuels and electricity, optimised transport, building savings considered, avoided product SCM",Lime produced using clean fuels and electricity,1,200,1,SCM,-77.80076759,-53853.19931,-148.2342976,-53693.76822,-19.21345209,-39936.12407,-35736.36922,-4199.754846,-586670.8572,-1.917212446,-18.55907164,-217.9998133,-8.25E-06,-4.77E-06,-3.47E-06,-0.000221219,-0.000213133,-8.16E-06,-842.2487689,91933.40513,-0.000564603,-0.032911669,0.000414898,-85.74740683,-4028.303744,-16671.71548
"Lime produced using clean fuels and electricity, optimised transport, building savings considered, avoided product Aggregate",Lime produced using clean fuels and electricity,1,200,1,Aggregate,-27.17227028,-28465.54504,-142.918485,-28314.4669,-16.17631755,-11763.08429,-8774.318816,-2988.765479,-494261.5636,-1.638832461,-3.627621035,-44.654091,-4.65E-06,-2.68E-06,-1.97E-06,-6.74E-05,-6.14E-05,-6.11E-06,-659.4057605,105812.6586,-0.000474184,-0.02357712,0.000692978,-37.7554172,-2147.701805,-16671.71548
"Lime produced using clean fuels and electricity, optimised transport, building savings considered, avoided product Filler",Lime produced using clean fuels and electricity,1,200,1,Filler,-80.33120502,-38893.70486,-152.8337478,-38727.39222,-21.49555807,-48095.96719,-43864.17419,-4231.793007,-642013.5375,-1.878599057,-13.61786537,-158.7151706,-1.45E-05,-1.03E-05,-4.13E-06,-0.000260344,-0.000244208,-1.62E-05,-903.5024458,70563.24422,-0.000820568,-0.241322881,0.000289621,-83.87392632,-5448.99022,-16671.71548
"Lime produced using clean fuels and electricity, optimised transport, short distance",Lime produced using clean fuels and electricity,1,50,0,None,16.93055134,7094.368217,23.62731176,7055.374897,7.349341916,13696.1093,12729.42386,966.6854394,37855.31892,0.289958435,6.088485254,70.22491386,3.18527E-06,1.78452E-06,1.40262E-06,7.28947E-05,7.14582E-05,1.36358E-06,87.94598502,125968.1263,8.47219E-05,0.017884812,0.000839894,20.09044002,733.4134083,3834.987268
"Lime produced using clean fuels and electricity, optimised transport, short distance, avoided product SCM",Lime produced using clean fuels and electricity,1,50,0,SCM,-34.60035702,-18436.75713,18.04635841,-18467.05832,4.238171072,-15467.387,-15176.83934,-290.5476569,-56736.90867,0.009807626,-9.190263387,-107.0171712,-5.48E-07,-3.80E-07,-1.67E-07,-8.26E-05,-8.18E-05,-8.55E-07,-102.1811414,109428.4022,-8.52E-06,0.007714855,0.000540855,-29.12432361,-1199.298031,3292.563026
"Lime produced using clean fuels and electricity, optimised transport, short distance, avoided product Aggregate",Lime produced using clean fuels and electricity,1,50,0,Aggregate,16.02814029,6950.897144,23.36217098,6912.243,7.275305611,12705.65278,11785.21107,920.4417102,35672.38489,0.28818761,5.741187216,66.32855108,3.05478E-06,1.71633E-06,1.34032E-06,7.1202E-05,6.99357E-05,1.19344E-06,80.66186698,123307.6556,8.18964E-05,0.017049404,0.000818935,18.86766603,681.3039082,3292.563026
"Lime produced using clean fuels and electricity, optimised transport, short distance, avoided product Filler",Lime produced using clean fuels and electricity,1,50,0,Filler,-37.13079446,-3477.262682,13.44690817,-3500.682322,1.956065087,-23627.23012,-23304.6443,-322.5858176,-112079.589,0.048421015,-4.249057117,-47.73252847,-6.78E-06,-5.95E-06,-8.23E-07,-0.000121695,-0.000112863,-8.90E-06,-163.4348183,88058.24125,-0.000264487,-0.200696357,0.000415578,-27.25084309,-2619.984506,3292.563026
"Lime produced using clean fuels and electricity, optimised transport, short distance, building savings considered",Lime produced using clean fuels and electricity,1,50,1,None,-29.35728823,-29449.89821,-142.9738214,-29298.26035,-16.68070496,-19742.57777,-16465.595,-3276.982764,-509220.3984,-1.647954506,-4.079739493,-49.1621009,-5.04E-06,-2.88E-06,-2.16E-06,-7.82E-05,-7.17E-05,-6.54E-06,-658.5205081,91249.99126,-0.000490495,-0.025978609,0.000602989,-40.97998678,-2181.52052,-17357.98601
"Lime produced using clean fuels and electricity, optimised transport, short distance, building savings considered, avoided product SCM",Lime produced using clean fuels and electricity,1,50,1,SCM,-80.88819659,-54981.02355,-148.5547748,-54820.69357,-19.7918758,-48906.07407,-44371.85821,-4534.21586,-603812.626,-1.928105315,-19.35848813,-226.404186,-8.78E-06,-5.05E-06,-3.73E-06,-0.000233616,-0.000224933,-8.76E-06,-848.6476345,74710.26714,-0.00058374,-0.036148566,0.000303951,-90.19475041,-4114.231959,-17900.41025
"Lime produced using clean fuels and electricity, optimised transport, short distance, building savings considered, avoided product Aggregate",Lime produced using clean fuels and electricity,1,50,1,Aggregate,-30.25969928,-29593.36928,-143.2389622,-29441.39225,-16.75474127,-20733.03429,-17409.8078,-3323.226493,-511403.3324,-1.649725331,-4.427037531,-53.05846368,-5.17E-06,-2.95E-06,-2.22E-06,-7.98E-05,-7.32E-05,-6.71E-06,-665.8046261,88589.52063,-0.000493321,-0.026814017,0.00058203,-42.20276078,-2233.63002,-17900.41025
"Lime produced using clean fuels and electricity, optimised transport, short distance, building savings considered, avoided product Filler",Lime produced using clean fuels and electricity,1,50,1,Filler,-83.41863402,-40021.52911,-153.154225,-39854.31757,-22.07398179,-57065.91719,-52499.66317,-4566.254021,-659155.3063,-1.889491926,-14.41728186,-167.1195432,-1.50E-05,-1.06E-05,-4.38E-06,-0.000272741,-0.000256009,-1.68E-05,-909.9013114,53340.10623,-0.000839704,-0.244559778,0.000178673,-88.3212699,-5534.918435,-17900.41025
Lime as tailing by-products from mining operations (generic),Lime as tailing by-products from mining operations (generic),0,200,0,None,81.60529431,6620.382419,29.8546829,6576.049728,14.47802691,1238463.738,1234133.464,4330.274014,234471.0126,0.708078996,23.83613547,262.9253361,5.58987E-05,4.00712E-05,1.58274E-05,0.000787928,0.000773841,1.40866E-05,352.757513,125846.6772,0.000316958,4.069378006,0.001450374,98.6414043,3087.5911,4088.307254
"Lime as tailing by-products from mining operations (generic), avoided product SCM",Lime as tailing by-products from mining operations (generic),0,200,0,SCM,30.07438595,-18910.74293,24.27372954,-18946.38349,11.36685606,1209300.242,1206227.201,3073.040917,139878.7851,0.427928187,8.557386833,85.68325107,5.21649E-05,3.79067E-05,1.42582E-05,0.000632463,0.000620595,1.18678E-05,162.6303866,109306.9531,0.000223714,4.059208049,0.001151336,49.42664067,1154.879661,3545.883012
"Lime as tailing by-products from mining operations (generic), avoided product Aggregate",Lime as tailing by-products from mining operations (generic),0,200,0,Aggregate,80.70288326,6476.911345,29.58954212,6432.917831,14.4039906,1237473.281,1233189.251,4284.030284,232288.0786,0.706308171,23.48883744,259.0289734,5.57682E-05,4.00031E-05,1.57651E-05,0.000786235,0.000772319,1.39165E-05,345.473395,123186.2065,0.000314133,4.068542598,0.001429416,97.4186303,3035.4816,3545.883012
"Lime as tailing by-products from mining operations (generic), avoided product Filler",Lime as tailing by-products from mining operations (generic),0,200,0,Filler,27.54394851,-3951.248481,19.6742793,-3980.007491,9.084750079,1201140.398,1198099.396,3041.002757,84536.10472,0.466541576,13.4985931,144.9678938,4.59372E-05,3.23357E-05,1.36015E-05,0.000593338,0.000589519,3.81867E-06,101.3767097,87936.79214,-3.23E-05,3.850796837,0.001026059,51.30012119,-265.8068149,3545.883012
"Lime as tailing by-products from mining operations (generic), building savings considered",Lime as tailing by-products from mining operations (generic),0,200,1,None,35.31745474,-29923.88401,-136.7464503,-29777.58552,-9.552019968,1205025.051,1204938.445,86.60581027,-312604.7046,-1.229833946,13.66791073,143.5383214,4.76715E-05,3.54058E-05,1.22657E-05,0.000636882,0.000630696,6.18651E-06,-393.7089801,91128.54215,-0.000258259,4.025514585,0.001213469,37.5709775,172.6571715,-17104.66602
"Lime as tailing by-products from mining operations (generic), building savings considered, avoided product SCM",Lime as tailing by-products from mining operations (generic),0,200,1,SCM,-16.21345362,-55455.00935,-142.3274037,-55300.01874,-12.66319081,1175861.554,1177032.182,-1170.627286,-407196.9322,-1.509984755,-1.610837914,-33.7037637,4.39378E-05,3.32412E-05,1.06965E-05,0.000481417,0.000477449,3.96764E-06,-583.8361065,74588.81803,-0.000351503,4.015344628,0.000914431,-11.64378613,-1760.054268,-17647.09027
"Lime as tailing by-products from mining operations (generic), building savings considered, avoided product Aggregate",Lime as tailing by-products from mining operations (generic),0,200,1,Aggregate,34.41504369,-30067.35508,-137.0115911,-29920.71742,-9.626056273,1204034.594,1203994.232,40.36208109,-314787.6387,-1.23160477,13.32061269,139.6419586,4.7541E-05,3.53376E-05,1.22034E-05,0.00063519,0.000629173,6.01636E-06,-400.9930981,88468.07152,-0.000261084,4.024679177,0.001192511,36.3482035,120.5476714,-17647.09027
"Lime as tailing by-products from mining operations (generic), building savings considered, avoided product Filler",Lime as tailing by-products from mining operations (generic),0,200,1,Filler,-18.74389105,-40495.51491,-146.9268539,-40333.64274,-14.9452968,1167701.711,1168904.377,-1202.665447,-462539.6126,-1.471371366,3.330368356,25.58087904,3.77101E-05,2.76702E-05,1.00398E-05,0.000442293,0.000446374,-4.08E-06,-645.0897834,53218.65712,-0.000607468,3.806933416,0.000789154,-9.770305621,-3180.740743,-17647.09027
"Lime as tailing by-products from mining operations (generic), short distance",Lime as tailing by-products from mining operations (generic),0,50,0,None,37.10665862,-3122.328636,23.77748714,-3154.524249,8.418144356,1172320.803,1170617.291,1703.511935,94835.16916,0.583920093,9.158277776,103.4207399,4.13971E-05,3.67175E-05,4.67961E-06,0.000678351,0.000670512,7.83881E-06,220.6903548,63434.1385,0.000113745,3.99259775,0.000474886,35.28235088,2166.159914,1432.810239
"Lime as tailing by-products from mining operations (generic), short distance, avoided product SCM",Lime as tailing by-products from mining operations (generic),0,50,0,SCM,-14.42424974,-28653.45398,18.19653378,-28676.95747,5.306973512,1143157.307,1142711.028,446.2788392,242.9415738,0.303769283,-6.120470865,-73.82134517,3.76634E-05,3.45529E-05,3.11041E-06,0.000522886,0.000517266,5.61994E-06,30.56322837,46894.41438,2.05011E-05,3.982427792,0.000175848,-13.93241275,233.4484749,890.3859966
"Lime as tailing by-products from mining operations (generic), short distance, avoided product Aggregate",Lime as tailing by-products from mining operations (generic),0,50,0,Aggregate,36.20424757,-3265.79971,23.51234636,-3297.656146,8.344108051,1171330.346,1169673.078,1657.268206,92652.23513,0.582149268,8.810979738,99.52437711,4.12667E-05,3.66493E-05,4.61731E-06,0.000676658,0.000668989,7.66867E-06,213.4062367,60773.66786,0.00011092,3.991762342,0.000453928,34.05957688,2114.050414,890.3859966
"Lime as tailing by-products from mining operations (generic), short distance, avoided product Filler",Lime as tailing by-products from mining operations (generic),0,50,0,Filler,-16.95468718,-13693.95954,13.59708354,-13710.58147,3.024867527,1134997.464,1134583.223,414.2406784,-55099.73876,0.342382673,-1.179264595,-14.53670244,3.14357E-05,2.89819E-05,2.45376E-06,0.000483761,0.00048619,-2.43E-06,-30.69044858,25524.25347,-0.000235463,3.774016581,5.05711E-05,-12.05893224,-1187.238001,890.3859966
"Lime as tailing by-products from mining operations (generic), short distance, building savings considered",Lime as tailing by-products from mining operations (generic),0,50,1,None,-9.181180947,-39666.59506,-142.8236461,-39508.1595,-15.61190252,1138882.116,1141422.272,-2540.156268,-452240.5481,-1.353992849,-1.009946971,-15.96627487,3.317E-05,3.2052E-05,1.11793E-06,0.000527305,0.000527367,-6.13109E-08,-525.7761383,28716.00348,-0.000461472,3.948734329,0.000237982,-25.78807593,-748.7740142,-19760.16304
"Lime as tailing by-products from mining operations (generic), short distance, building savings considered, avoided product SCM",Lime as tailing by-products from mining operations (generic),0,50,1,SCM,-60.71208931,-65197.72041,-148.4045994,-65030.59272,-18.72307336,1109718.62,1113516.009,-3797.389364,-546832.7757,-1.634143658,-16.28869561,-193.2083599,2.94363E-05,2.98875E-05,-4.51E-07,0.00037184,0.00037412,-2.28E-06,-715.9032647,12176.27936,-0.000554716,3.938564371,-6.11E-05,-75.00283956,-2681.485453,-20302.58728
"Lime as tailing by-products from mining operations (generic), short distance, building savings considered, avoided product Aggregate",Lime as tailing by-products from mining operations (generic),0,50,1,Aggregate,-10.083592,-39810.06614,-143.0887868,-39651.29139,-15.68593883,1137891.659,1140478.059,-2586.399997,-454423.4822,-1.355763674,-1.357245009,-19.86263765,3.30395E-05,3.19838E-05,1.05563E-06,0.000525613,0.000525844,-2.31454E-07,-533.0602564,26055.53284,-0.000464297,3.947898921,0.000217023,-27.01084992,-800.8835143,-20302.58728
"Lime as tailing by-products from mining operations (generic), short distance, building savings considered, avoided product Filler",Lime as tailing by-products from mining operations (generic),0,50,1,Filler,-63.24252674,-50238.22596,-153.0040497,-50064.21672,-21.00517935,1101558.776,1105388.204,-3829.427525,-602175.456,-1.595530269,-11.34748934,-133.9237172,2.32086E-05,2.43165E-05,-1.11E-06,0.000332716,0.000343045,-1.03E-05,-777.1569417,-9193.881552,-0.000810681,3.73015316,-0.000186334,-73.12935904,-4102.171929,-20302.58728
"Lime as tailing by-products from mining operations (generic), optimised transport",Lime as tailing by-products from mining operations (generic),1,200,0,None,26.39035206,-4866.133324,22.17905818,-4895.481779,7.16941513,1162233.091,1160959.219,1273.872595,71145.57968,0.557057618,5.331547205,61.45837139,3.7264E-05,3.59619E-05,1.30202E-06,0.000658354,0.000651803,6.55074E-06,185.1997895,65594.14291,7.1523E-05,3.971320194,0.000297654,20.09245785,1973.587139,2185.90426
"Lime as tailing by-products from mining operations (generic), optimised transport, avoided product SCM",Lime as tailing by-products from mining operations (generic),1,200,0,SCM,-25.14055631,-30397.25867,16.59810482,-30417.915,4.058244285,1133069.595,1133052.956,16.63949893,-23446.64791,0.276906809,-9.947201436,-115.7837137,3.35302E-05,3.37974E-05,-2.67E-07,0.000502889,0.000498557,4.33187E-06,-4.927336866,49054.41879,-2.17E-05,3.961150237,-1.38E-06,-29.12230578,40.8757,1643.480018
"Lime as tailing by-products from mining operations (generic), optimised transport, avoided product Aggregate",Lime as tailing by-products from mining operations (generic),1,200,0,Aggregate,25.487941,-5009.604398,21.91391739,-5038.613676,7.095378825,1161242.635,1160015.006,1227.628866,68962.64565,0.555286793,4.984249167,57.56200861,3.71335E-05,3.58937E-05,1.23972E-06,0.000656661,0.000650281,6.38059E-06,177.9156715,62933.67228,6.86975E-05,3.970484786,0.000276695,18.86968385,1921.477639,1643.480018
"Lime as tailing by-products from mining operations (generic), optimised transport, avoided product Filler",Lime as tailing by-products from mining operations (generic),1,200,0,Filler,-27.67099374,-15437.76422,11.99865458,-15451.539,1.776138301,1124909.752,1124925.151,-15.39866179,-78789.32825,0.315520198,-5.005995166,-56.49907094,2.73026E-05,2.82264E-05,-9.24E-07,0.000463764,0.000467481,-3.72E-06,-66.18101382,27684.25789,-0.000277686,3.752739025,-0.000126662,-27.24882527,-1379.810776,1643.480018
"Lime as tailing by-products from mining operations (generic), optimised transport, building savings considered",Lime as tailing by-products from mining operations (generic),1,200,1,None,-19.89748751,-41410.39975,-144.422075,-41249.11703,-16.86063175,1128794.404,1131764.2,-2969.795608,-475930.1376,-1.380855323,-4.836677542,-57.92864337,2.90369E-05,3.12965E-05,-2.26E-06,0.000507308,0.000508658,-1.35E-06,-561.2667036,30876.00789,-0.000503694,3.927456773,6.0749E-05,-40.97796896,-941.3467891,-19007.06902
"Lime as tailing by-products from mining operations (generic), optimised transport, building savings considered, avoided product SCM",Lime as tailing by-products from mining operations (generic),1,200,1,SCM,-71.42839587,-66941.5251,-150.0030284,-66771.55025,-19.97180259,1099630.908,1103857.937,-4227.028704,-570522.3652,-1.661006133,-20.11542618,-235.1707284,2.53031E-05,2.91319E-05,-3.83E-06,0.000351843,0.000355412,-3.57E-06,-751.39383,14336.28377,-0.000596938,3.917286816,-0.000238289,-90.19273259,-2874.058228,-19549.49326
"Lime as tailing by-products from mining operations (generic), optimised transport, building savings considered, avoided product Aggregate",Lime as tailing by-products from mining operations (generic),1,200,1,Aggregate,-20.79989856,-41553.87083,-144.6872158,-41392.24892,-16.93466805,1127803.948,1130819.987,-3016.039337,-478113.0716,-1.382626148,-5.18397558,-61.82500615,2.89064E-05,3.12283E-05,-2.32E-06,0.000505616,0.000507135,-1.52E-06,-568.5508216,28215.53726,-0.00050652,3.926621365,3.97904E-05,-42.20074295,-993.4562893,-19549.49326
