Label,Alkali sorbent,Transport,Transport Distance,Building savings,Avoided product,"Acidification, mol H+ eq","Climate change (total), kg CO2 eq","Climate change (biogenic), kg CO2 eq","Climate change (fossil), kg CO2 eq","Climate change (land use), kg CO2 eq","Ecotoxicity: freshwater, CTUe","ecotoxicity: freshwater, inorganics, CTUe","ecotoxicity: freshwater, organics, CTUe","energy resources: non-renewable, Mjeq","eutrophication: freshwater, kg P eq","eutrophication: marine , kg N eq"," eutrophication: terrestrial, mol N-eq","human toxicity: carcinogenic , CTUh","human toxicity: carcinogenic , inorganics, CTUh","human toxicity: carcinogenic , organics, CTUh","human toxicity: non-carcinogenic , CTUh","human toxicity: non-carcinogenic , inorganics, CTUh","human toxicity: non-carcinogenic , organics, CTUh","ionising radiation: human health , kg Bq U235eq","land use, (dimensionless)","material resources: metals/minerals, kg Sb-eq","ozone depletion, kg CFC11-eq","particulate matter formation, disease incidence","photochemical oxidant formation: human health, kg NMVOC-eq","water use , m3 world eq depriv","Cost, USD2023"
Conventional lime (commercial),Conventional lime (commercial),0,200,0,None,118.4829903,27036.34505,9.755944578,27016.70966,9.879446365,141415.6438,135956.9703,5458.673476,300451.5161,0.248423828,26.1762991,284.7224047,2.34873E-05,6.81491E-06,1.66723E-05,0.000216253,0.000205082,1.11709E-05,328.9533618,94042.22735,0.000356477,0.121394341,0.00183043,120.5083838,1725.910244,7255.990461
"Conventional lime (commercial), avoided product SCM",Conventional lime (commercial),0,200,0,SCM,67.18757851,1411.055832,6.843770302,1396.543706,7.668355136,83317.13284,79457.05493,3860.077902,208394.4584,-0.001130495,11.10118951,109.2516565,1.91208E-05,3.96455E-06,1.51563E-05,5.59167E-05,4.65035E-05,9.41324E-06,185.2869512,77891.14628,0.000298764,0.014388753,0.001517648,72.54194675,14.92755229,6849.172279
"Conventional lime (commercial), avoided product Aggregate",Conventional lime (commercial),0,200,0,Aggregate,116.0826728,26691.0653,9.519372802,26671.91235,9.633573461,139143.5128,133776.8135,5366.699322,295791.0999,0.242935826,25.35163711,275.6471866,2.32221E-05,6.70001E-06,1.65221E-05,0.000212987,0.000202097,1.08906E-05,324.9821089,71450.3066,0.00035156,0.120017698,0.001788493,117.6514935,1641.250266,6849.172279
"Conventional lime (commercial), avoided product Filler",Conventional lime (commercial),0,200,0,Filler,64.42164453,16464.71415,-0.424459017,16460.65244,4.486169536,104092.3044,99922.90217,4169.402219,150516.6082,0.006886408,15.83875673,166.7649623,1.35258E-05,-9.2066E-07,1.44465E-05,2.16637E-05,2.07608E-05,9.02941E-07,77.5725584,56132.34233,7.26863E-06,-0.097186828,0.001406114,73.1671007,-1627.487671,6849.172279
"Conventional lime (commercial), building savings considered",Conventional lime (commercial),0,200,1,None,55.35304426,-10426.65101,-6.329147738,-10425.3455,5.023636074,107558.5004,106238.9908,1319.509651,-319345.3473,-0.456978475,15.26506836,162.1837292,1.4236E-05,2.98424E-06,1.12517E-05,8.86949E-05,8.55167E-05,3.17815E-06,-2567.37551,67618.8039,-0.000156952,0.082420875,0.00156765,51.06350598,-1135.765204,-29375.12266
"Conventional lime (commercial), building savings considered, avoided product SCM",Conventional lime (commercial),0,200,1,SCM,4.057632445,-36051.94023,-9.241322014,-36045.51146,2.812544846,49459.98944,49739.07537,-279.0859233,-411402.405,-0.706532799,0.189958773,-13.28701901,9.86954E-06,1.33883E-07,9.73566E-06,-7.16418E-05,-7.30623E-05,1.4205E-06,-2711.041921,51467.72282,-0.000214665,-0.024584713,0.001254868,3.097068918,-2846.747895,-29781.94085
"Conventional lime (commercial), building savings considered, avoided product Aggregate",Conventional lime (commercial),0,200,1,Aggregate,52.95272674,-10771.93076,-6.565719514,-10770.14281,4.77776317,105286.3694,104058.8339,1227.535497,-324005.7635,-0.462466478,14.44040638,153.1085111,1.39708E-05,2.86935E-06,1.11014E-05,8.54289E-05,8.2531E-05,2.89788E-06,-2571.346763,45026.88315,-0.000161869,0.081044232,0.001525714,48.20661567,-1220.425182,-29781.94085
"Conventional lime (commercial), building savings considered, avoided product Filler",Conventional lime (commercial),0,200,1,Filler,1.291698466,-20998.28191,-16.50955133,-20981.40272,-0.369640755,70235.161,70204.9226,30.23839363,-469280.2552,-0.698515895,4.927525993,44.22628683,4.27454E-06,-4.75133E-06,9.02587E-06,-0.000105895,-9.88049E-05,-7.0898E-06,-2818.756313,29708.91887,-0.000506161,-0.136160294,0.001143335,3.722222861,-4489.163118,-29781.94085
"Conventional lime (commercial), short distance",Conventional lime (commercial),0,50,0,None,70.49582317,16923.8356,4.004803323,16916.67526,3.155537792,68474.38293,65803.73967,2670.643261,159179.2544,0.113461739,10.79204429,117.2362593,8.90497E-06,3.38518E-06,5.51979E-06,0.00010308,9.80988E-05,4.98127E-06,232.677875,30829.47283,0.000195802,0.044449281,0.000828743,56.47209061,817.2525856,4600.493446
"Conventional lime (commercial), short distance, avoided product SCM",Conventional lime (commercial),0,50,0,SCM,19.20041135,-8701.453615,1.092629047,-8703.490691,0.944446563,10375.87196,9303.824268,1072.047687,67122.19661,-0.136092585,-4.283065299,-58.23448889,4.53855E-06,5.34822E-07,4.00373E-06,-5.72566E-05,-6.04802E-05,3.22362E-06,89.01146445,14678.39175,0.000138089,-0.062556308,0.000515961,8.505653554,-893.7301061,4193.675264
"Conventional lime (commercial), short distance, avoided product Aggregate",Conventional lime (commercial),0,50,0,Aggregate,68.09550565,16578.55585,3.768231547,16571.87796,2.909664887,66202.25192,63623.58281,2578.669107,154518.8382,0.107973736,9.967382309,108.1610412,8.63978E-06,3.27029E-06,5.3695E-06,9.98141E-05,9.51131E-05,4.701E-06,228.7066221,8237.552073,0.000190884,0.043072637,0.000786807,53.6152003,732.5926074,4193.675264
"Conventional lime (commercial), short distance, avoided product Filler",Conventional lime (commercial),0,50,0,Filler,16.43447738,6352.204705,-6.175600272,6360.618044,-2.237739038,31151.04351,29769.6715,1381.372004,9244.346422,-0.128075681,0.454501922,-0.721183043,-1.05645E-06,-4.35039E-06,3.29394E-06,-9.15096E-05,-8.62229E-05,-5.28668E-06,-18.70292838,-7080.412201,-0.000153407,-0.174131889,0.000404428,9.130807497,-2536.145329,4193.675264
"Conventional lime (commercial), short distance, building savings considered",Conventional lime (commercial),0,50,1,None,7.365877102,-20539.16046,-12.08028899,-20525.3799,-1.700272499,34617.23954,36085.7601,-1468.520564,-460617.609,-0.591940564,-0.119186439,-5.302416203,-3.46316E-07,-4.4548E-07,9.91649E-08,-2.44784E-05,-2.14669E-05,-3.01147E-06,-2663.650997,4406.049373,-0.000317628,0.005475815,0.000565964,-12.97278722,-2044.422862,-32030.61968
"Conventional lime (commercial), short distance, building savings considered, avoided product SCM",Conventional lime (commercial),0,50,1,SCM,-43.92953472,-46164.44968,-14.99246327,-46145.54585,-3.911363728,-23481.27144,-20414.1553,-3067.116138,-552674.6668,-0.841494888,-15.19429603,-180.7731644,-4.71274E-06,-3.29584E-06,-1.4169E-06,-0.000184815,-0.000180046,-4.76912E-06,-2807.317407,-11745.0317,-0.000375341,-0.101529774,0.000253182,-60.93922428,-3755.405554,-32437.43786
"Conventional lime (commercial), short distance, building savings considered, avoided product Aggregate",Conventional lime (commercial),0,50,1,Aggregate,4.965559584,-20884.44021,-12.31686077,-20870.17721,-1.946145403,32345.10852,33905.60324,-1560.494718,-465278.0252,-0.597428567,-0.943848423,-14.37763429,-6.11507E-07,-5.60379E-07,-5.1128E-08,-2.77444E-05,-2.44526E-05,-3.29175E-06,-2667.62225,-18185.87138,-0.000322545,0.004099171,0.000524027,-15.82967753,-2129.08284,-32437.43786
"Conventional lime (commercial), short distance, building savings considered, avoided product Filler",Conventional lime (commercial),0,50,1,Filler,-46.69546869,-31110.79136,-22.26069259,-31081.43712,-7.093549328,-2706.099886,51.6919348,-2757.791821,-610552.517,-0.833477984,-10.45672881,-123.2598585,-1.03077E-05,-8.18105E-06,-2.12668E-06,-0.000219068,-0.000205789,-1.32794E-05,-2915.0318,-33503.83565,-0.000666836,-0.213105355,0.000141648,-60.31407034,-5397.820777,-32437.43786
"Conventional lime (commercial), optimised transport",Conventional lime (commercial),1,200,0,None,58.61667279,15056.76479,2.515059197,15052.56426,1.685466558,56120.56264,53933.31476,2187.247876,134944.1921,0.082998202,6.72984802,72.61337441,4.74489E-06,2.60429E-06,2.1406E-06,8.18844E-05,7.81718E-05,3.7126E-06,209.1178669,32722.73863,0.000167758,0.02311679,0.000642778,41.05645099,628.9376531,5353.587467
"Conventional lime (commercial), optimised transport, avoided product SCM",Conventional lime (commercial),1,200,0,SCM,7.321260968,-10568.52443,-0.39711508,-10567.60169,-0.52562467,-1977.94834,-2566.600642,588.6523018,42887.13437,-0.166556122,-8.345261571,-102.8573738,3.78464E-07,-2.46072E-07,6.24536E-07,-7.84522E-05,-8.04072E-05,1.95494E-06,65.45145637,16571.65755,0.000110045,-0.083888798,0.000329996,-6.90998607,-1082.045039,4946.769285
"Conventional lime (commercial), optimised transport, avoided product Aggregate",Conventional lime (commercial),1,200,0,Aggregate,56.21635527,14711.48504,2.278487421,14707.76695,1.439593654,53848.43162,51753.1579,2095.273722,130283.7759,0.077510199,5.905186037,63.53815632,4.4797E-06,2.48939E-06,1.99031E-06,7.86185E-05,7.51861E-05,3.43232E-06,205.1466141,10130.81787,0.000162841,0.021740147,0.000600841,38.19956068,544.2776749,4946.769285
"Conventional lime (commercial), optimised transport, avoided product Filler",Conventional lime (commercial),1,200,0,Filler,4.555326989,4485.133886,-7.665344398,4496.507041,-3.707810271,18797.22321,17899.24659,897.9766188,-14990.71582,-0.158539218,-3.607694351,-45.34406792,-5.21653E-06,-5.13128E-06,-8.52508E-08,-0.000112705,-0.00010615,-6.55536E-06,-42.26293646,-5187.146401,-0.00018145,-0.195464379,0.000218462,-6.284832127,-2724.460262,4946.769285
"Conventional lime (commercial), optimised transport, building savings considered",Conventional lime (commercial),1,200,1,None,-4.513273283,-22406.23128,-13.57003312,-22389.4909,-3.170343732,22263.41924,24215.33519,-1951.91595,-484852.6713,-0.622404101,-4.181382712,-49.92530108,-4.5064E-06,-1.22638E-06,-3.28003E-06,-4.5674E-05,-4.13939E-05,-4.28014E-06,-2687.211005,6299.315173,-0.000345671,-0.015856676,0.000379998,-28.38842685,-2232.737795,-31277.52566
"Conventional lime (commercial), optimised transport, building savings considered, avoided product SCM",Conventional lime (commercial),1,200,1,SCM,-55.8086851,-48031.5205,-16.4822074,-48009.65686,-5.381434961,-35835.09173,-32284.58021,-3550.511524,-576909.729,-0.871958425,-19.2564923,-225.3960493,-8.87283E-06,-4.07674E-06,-4.79609E-06,-0.000206011,-0.000199973,-6.0378E-06,-2830.877415,-9851.765904,-0.000403384,-0.122862264,6.72159E-05,-76.35486391,-3943.720486,-31684.34384
"Conventional lime (commercial), optimised transport, building savings considered, avoided product Aggregate",Conventional lime (commercial),1,200,1,Aggregate,-6.913590802,-22751.51103,-13.8066049,-22734.28821,-3.416216637,19991.28823,22035.17833,-2043.890104,-489513.0875,-0.627892104,-5.006044696,-59.00051917,-4.77159E-06,-1.34127E-06,-3.43032E-06,-4.894E-05,-4.43796E-05,-4.56042E-06,-2691.182258,-16292.60558,-0.000350588,-0.017233319,0.000338062,-31.24531716,-2317.397773,-31684.34384
"Conventional lime (commercial), optimised transport, building savings considered, avoided product Filler",Conventional lime (commercial),1,200,1,Filler,-58.57461908,-32977.86218,-23.75043671,-32945.54812,-8.563620562,-15059.92018,-11818.73297,-3241.187207,-634787.5792,-0.863941521,-14.51892508,-167.8827434,-1.44678E-05,-8.96195E-06,-5.50588E-06,-0.000240264,-0.000225716,-1.45481E-05,-2938.591808,-31610.56985,-0.00069488,-0.234437845,-4.43174E-05,-75.72970996,-5586.135709,-31684.34384
"Conventional lime (commercial), optimised transport, short distance",Conventional lime (commercial),1,50,0,None,55.52924378,13928.94054,2.194581978,13925.63891,1.10704284,47150.61264,45297.82578,1852.786861,117802.4234,0.072105332,5.930431524,64.20900173,4.21938E-06,2.33253E-06,1.88685E-06,6.94879E-05,6.63712E-05,3.1167E-06,202.7190013,15499.60064,0.000148622,0.019879893,0.00053183,36.60910741,543.0094379,4124.892698
"Conventional lime (commercial), optimised transport, short distance, avoided product SCM",Conventional lime (commercial),1,50,0,SCM,4.233831968,-11696.34868,-0.717592299,-11694.52704,-1.104048389,-10947.89834,-11202.08963,254.1912874,25745.36561,-0.177448991,-9.144678068,-111.2617464,-1.47042E-07,-5.17833E-07,3.70791E-07,-9.08488E-05,-9.22078E-05,1.35904E-06,59.05259073,-651.480433,9.09089E-05,-0.087125695,0.000219048,-11.35732965,-1167.973254,3718.074516
"Conventional lime (commercial), optimised transport, short distance, avoided product Aggregate",Conventional lime (commercial),1,50,0,Aggregate,53.12892627,13583.66079,1.958010201,13580.84161,0.861169936,44878.48162,43117.66891,1760.812707,113142.0072,0.06661733,5.10576954,55.13378364,3.95419E-06,2.21763E-06,1.73656E-06,6.62219E-05,6.33855E-05,2.83642E-06,198.7477484,-7092.320108,0.000143705,0.01850325,0.000489894,33.7522171,458.3494597,3718.074516
"Conventional lime (commercial), optimised transport, short distance, avoided product Filler",Conventional lime (commercial),1,50,0,Filler,1.467897989,3357.309639,-7.985821617,3369.581694,-4.286233989,9827.273214,9263.75761,563.5156044,-32132.48458,-0.169432088,-4.407110847,-53.7484406,-5.74204E-06,-5.40304E-06,-3.38996E-07,-0.000125102,-0.000117951,-7.15125E-06,-48.6618021,-22410.28438,-0.000200587,-0.198701276,0.000107515,-10.73217571,-2810.388477,3718.074516
"Conventional lime (commercial), optimised transport, short distance, building savings considered",Conventional lime (commercial),1,50,1,None,-7.600702284,-23534.05553,-13.89051034,-23516.41625,-3.748767451,13293.46925,15579.84621,-2286.376964,-501994.44,-0.633296971,-4.980799208,-58.32967376,-5.03191E-06,-1.49814E-06,-3.53377E-06,-5.80706E-05,-5.31946E-05,-4.87604E-06,-2693.609871,-10923.82281,-0.000364808,-0.019093573,0.00026905,-32.83577043,-2318.66601,-32506.22043
"Conventional lime (commercial), optimised transport, short distance, building savings considered, avoided product SCM",Conventional lime (commercial),1,50,1,SCM,-58.8961141,-49159.34475,-16.80268461,-49136.5822,-5.959858679,-44805.04173,-40920.0692,-3884.972538,-594051.4978,-0.882851295,-20.0559088,-233.8004219,-9.39833E-06,-4.3485E-06,-5.04983E-06,-0.000218407,-0.000211774,-6.6337E-06,-2837.276281,-27074.90389,-0.00042252,-0.126099161,-4.37315E-05,-80.80220749,-4029.648702,-32913.03861
"Conventional lime (commercial), optimised transport, short distance, building savings considered, avoided product Aggregate",Conventional lime (commercial),1,50,1,Aggregate,-10.0010198,-23879.33528,-14.12708211,-23861.21356,-3.994640355,11021.33823,13399.68934,-2378.351118,-506654.8562,-0.638784974,-5.805461192,-67.40489185,-5.2971E-06,-1.61303E-06,-3.68406E-06,-6.13366E-05,-5.61803E-05,-5.15632E-06,-2697.581123,-33515.74356,-0.000369725,-0.020470216,0.000227114,-35.69266074,-2403.325988,-32913.03861
"Conventional lime (commercial), optimised transport, short distance, building savings considered, avoided product Filler",Conventional lime (commercial),1,50,1,Filler,-61.66204808,-34105.68643,-24.07091393,-34072.47347,-9.14204428,-24029.87018,-20454.22196,-3575.648221,-651929.348,-0.874834391,-15.31834158,-176.2871161,-1.49933E-05,-9.23371E-06,-5.75962E-06,-0.00025266,-0.000237516,-1.5144E-05,-2944.990674,-48833.70784,-0.000714016,-0.237674742,-0.000155265,-80.17705355,-5672.063925,-32913.03861
Lime produced using clean fuels and electricity,Lime produced using clean fuels and electricity,0,200,0,None,77.65987858,18952.03797,13.9116031,18923.98679,14.13957857,107207.046,102947.4793,4259.566673,201069.9847,0.272761788,25.87931898,284.9614246,2.22709E-05,6.12739E-06,1.61436E-05,0.000208956,0.000199536,9.42006E-06,140.7612652,202296.1164,0.000280571,0.123802334,0.002133765,102.4220327,1695.979388,7255.990461
"Lime produced using clean fuels and electricity, avoided product SCM",Lime produced using clean fuels and electricity,0,200,0,SCM,26.36446677,-6673.251247,10.99942883,-6696.179163,11.92848734,49108.53504,46447.56394,2660.971099,109012.927,0.023207464,10.80420939,109.4906764,1.79045E-05,3.27703E-06,1.46275E-05,4.8619E-05,4.09566E-05,7.6624E-06,-2.905145288,186145.0353,0.000222859,0.016796746,0.001820983,54.45559564,-15.00330359,6849.172279
"Lime produced using clean fuels and electricity, avoided product Aggregate",Lime produced using clean fuels and electricity,0,200,0,Aggregate,75.25956107,18606.75822,13.67503133,18579.18948,13.89370566,104934.915,100767.3225,4167.592519,196409.5685,0.267273785,25.054657,275.8862065,2.20058E-05,6.01249E-06,1.59933E-05,0.00020569,0.00019655,9.13978E-06,136.7900124,179704.1957,0.000275654,0.122425691,0.002091829,99.56514238,1611.31941,6849.172279
"Lime produced using clean fuels and electricity, avoided product Filler",Lime produced using clean fuels and electricity,0,200,0,Filler,23.59853279,8380.407073,3.731199509,8367.929572,8.746301739,69883.7066,66913.41118,2970.295416,51135.0768,0.031224368,15.54177661,167.0039823,1.23095E-05,-1.60818E-06,1.39177E-05,1.4366E-05,1.52139E-05,-8.47893E-07,-110.6195381,164386.2314,-6.86373E-05,-0.094778835,0.00170945,55.08074958,-1657.418527,6849.172279
"Lime produced using clean fuels and electricity, building savings considered",Lime produced using clean fuels and electricity,0,200,1,None,14.52993252,-18510.95809,-2.173489211,-18518.06837,9.283768278,73349.90263,73229.49978,120.4028481,-418726.8787,-0.432640515,14.96808825,162.4227491,1.30197E-05,2.29673E-06,1.07229E-05,8.13972E-05,7.99699E-05,1.42732E-06,-2755.567607,175872.693,-0.000232858,0.084828868,0.001870986,32.97715486,-1165.69606,-29375.12266
"Lime produced using clean fuels and electricity, building savings considered, avoided product SCM",Lime produced using clean fuels and electricity,0,200,1,SCM,-36.7654793,-44136.24731,-5.085663488,-44138.23433,7.072677049,15251.39165,16729.58438,-1478.192726,-510783.9364,-0.682194839,-0.107021345,-13.04799908,8.65323E-06,-5.53636E-07,9.20687E-06,-7.89395E-05,-7.86091E-05,-3.30337E-07,-2899.234017,159721.6119,-0.000290571,-0.02217672,0.001558203,-14.9892822,-2876.678751,-29781.94085
"Lime produced using clean fuels and electricity, building savings considered, avoided product Aggregate",Lime produced using clean fuels and electricity,0,200,1,Aggregate,12.129615,-18856.23784,-2.410060988,-18862.86568,9.037895374,71077.77161,71049.34292,28.42869406,-423387.2948,-0.438128518,14.14342626,153.347531,1.27545E-05,2.18183E-06,1.05726E-05,7.81312E-05,7.69842E-05,1.14704E-06,-2759.538859,153280.7722,-0.000237775,0.083452225,0.001829049,30.12026455,-1250.356038,-29781.94085
"Lime produced using clean fuels and electricity, building savings considered, avoided product Filler",Lime produced using clean fuels and electricity,0,200,1,Filler,-39.53141328,-29082.58899,-12.35389281,-29074.12559,3.890491448,36026.5632,37195.43161,-1168.868409,-568661.7866,-0.674177935,4.630545876,44.46530676,3.05824E-06,-5.43884E-06,8.49708E-06,-0.000113192,-0.000104352,-8.84064E-06,-3006.94841,137962.8079,-0.000582067,-0.133752301,0.00144667,-14.36412826,-4519.093974,-29781.94085
"Lime produced using clean fuels and electricity, short distance",Lime produced using clean fuels and electricity,0,50,0,None,29.67271143,8839.528526,8.160461849,8823.952394,7.415669995,34265.78514,32794.24868,1471.536459,59797.72297,0.137799699,10.49506418,117.4752792,7.68867E-06,2.69767E-06,4.991E-06,9.57824E-05,9.2552E-05,3.23044E-06,44.48577846,139083.3619,0.000119896,0.046857274,0.001132079,38.3857395,787.3217297,4600.493446
"Lime produced using clean fuels and electricity, short distance, avoided product SCM",Lime produced using clean fuels and electricity,0,50,0,SCM,-21.62270039,-16785.76069,5.248287573,-16796.21356,5.204578766,-23832.72584,-23705.66672,-127.0591151,-32259.33477,-0.111754625,-4.580045416,-57.99546895,3.32224E-06,-1.52696E-07,3.47494E-06,-6.45543E-05,-6.60271E-05,1.47278E-06,-99.18063207,122932.2808,6.21827E-05,-0.060148314,0.000819297,-9.580697563,-923.660962,4193.675264
"Lime produced using clean fuels and electricity, short distance, avoided product Aggregate",Lime produced using clean fuels and electricity,0,50,0,Aggregate,27.27239391,8494.248775,7.923890073,8479.155088,7.169797091,31993.65412,30614.09182,1379.562305,55137.30679,0.132311696,9.670402192,108.4000611,7.42348E-06,2.58277E-06,4.84071E-06,9.25164E-05,8.95662E-05,2.95016E-06,40.51452562,116491.4411,0.000114978,0.045480631,0.001090142,35.52884919,702.6617515,4193.675264
"Lime produced using clean fuels and electricity, short distance, avoided product Filler",Lime produced using clean fuels and electricity,0,50,0,Filler,-24.38863437,-1732.102374,-2.019941746,-1732.104825,2.022393166,-3057.554284,-3239.819486,182.2652019,-90137.18496,-0.103737721,0.157521804,-0.482163112,-2.27275E-06,-5.0379E-06,2.76515E-06,-9.88072E-05,-9.17697E-05,-7.03751E-06,-206.8950249,101173.4769,-0.000229313,-0.171723895,0.000707763,-8.95554362,-2566.076185,4193.675264
"Lime produced using clean fuels and electricity, short distance, building savings considered",Lime produced using clean fuels and electricity,0,50,1,None,-33.45723464,-28623.46754,-7.924630466,-28618.10277,2.559859704,408.6417471,3076.269114,-2667.627367,-559999.1404,-0.567602605,-0.416166557,-5.063396272,-1.56262E-06,-1.133E-06,-4.29622E-07,-3.17761E-05,-2.70138E-05,-4.7623E-06,-2851.843093,112659.9384,-0.000393534,0.007883808,0.000869299,-31.05913834,-2074.353718,-32030.61968
"Lime produced using clean fuels and electricity, short distance, building savings considered, avoided product SCM",Lime produced using clean fuels and electricity,0,50,1,SCM,-84.75264646,-54248.75676,-10.83680474,-54238.26872,0.348768476,-57689.86923,-53423.64629,-4266.22294,-652056.1982,-0.817156928,-15.49127615,-180.5341445,-5.92905E-06,-3.98336E-06,-1.94569E-06,-0.000192113,-0.000185593,-6.51996E-06,-2995.509504,96508.85735,-0.000451247,-0.09912178,0.000556517,-79.0255754,-3785.33641,-32437.43786
"Lime produced using clean fuels and electricity, short distance, building savings considered, avoided product Aggregate",Lime produced using clean fuels and electricity,0,50,1,Aggregate,-35.85755216,-28968.74729,-8.161202243,-28962.90007,2.3139868,-1863.489271,896.1122492,-2759.601521,-564659.5566,-0.573090607,-1.240828541,-14.13861436,-1.82781E-06,-1.2479E-06,-5.79915E-07,-3.50421E-05,-2.99995E-05,-5.04258E-06,-2855.814346,90068.01768,-0.000398451,0.006507165,0.000827363,-33.91602865,-2159.013696,-32437.43786
"Lime produced using clean fuels and electricity, short distance, building savings considered, avoided product Filler",Lime produced using clean fuels and electricity,0,50,1,Filler,-87.51858044,-39195.09844,-18.10503406,-39174.15999,-2.833417125,-36914.69768,-32957.79906,-3956.898623,-709934.0484,-0.809140025,-10.75370893,-123.0208386,-1.1524E-05,-8.86857E-06,-2.65547E-06,-0.000226366,-0.000211335,-1.50303E-05,-3103.223897,74750.0534,-0.000742742,-0.210697361,0.000444984,-78.40042146,-5427.751633,-32437.43786
"Lime produced using clean fuels and electricity, optimised transport",Lime produced using clean fuels and electricity,1,200,0,None,17.79356104,6972.457707,6.670717723,6959.84139,5.945598762,21911.96485,20923.82377,988.1410732,35562.66073,0.107336162,6.432867903,72.85239434,3.52858E-06,1.91677E-06,1.61181E-06,7.45868E-05,7.2625E-05,1.96176E-06,20.92577038,140976.6277,9.18523E-05,0.025524783,0.000946113,22.97009987,599.0067972,5353.587467
"Lime produced using clean fuels and electricity, optimised transport, avoided product SCM",Lime produced using clean fuels and electricity,1,200,0,SCM,-33.50185078,-18652.83151,3.758543447,-18660.32456,3.734507533,-36186.54613,-35576.09163,-610.4545008,-56494.39701,-0.142218162,-8.642241689,-102.6183538,-8.37842E-07,-9.33591E-07,9.57488E-08,-8.57499E-05,-8.5954E-05,2.04108E-07,-122.7406402,124825.5466,3.41395E-05,-0.081480805,0.000633331,-24.99633719,-1111.975895,4946.769285
"Lime produced using clean fuels and electricity, optimised transport, avoided product Aggregate",Lime produced using clean fuels and electricity,1,200,0,Aggregate,15.39324352,6627.177956,6.434145947,6615.044084,5.699725858,19639.83383,18743.66691,896.1669192,30902.24455,0.101848159,5.608205919,63.77717626,3.26339E-06,1.80187E-06,1.46152E-06,7.13208E-05,6.96393E-05,1.68149E-06,16.95451754,118384.7069,8.69352E-05,0.02414814,0.000904177,20.11320956,514.346819,4946.769285
"Lime produced using clean fuels and electricity, optimised transport, avoided product Filler",Lime produced using clean fuels and electricity,1,200,0,Filler,-36.26778476,-3599.173193,-3.509685872,-3596.215829,0.552321933,-15411.37458,-15110.2444,-301.1301838,-114372.2472,-0.134201258,-3.904674468,-45.10504799,-6.43284E-06,-5.8188E-06,-6.14038E-07,-0.000120003,-0.000111697,-8.30619E-06,-230.455033,103066.7427,-0.000257356,-0.193056386,0.000521798,-24.37118324,-2754.391118,4946.769285
"Lime produced using clean fuels and electricity, optimised transport, building savings considered",Lime produced using clean fuels and electricity,1,200,1,None,-45.33638503,-30490.53836,-9.414374593,-30482.21377,1.089788471,-11945.17855,-8794.155796,-3151.022752,-584234.2027,-0.598066141,-4.47836283,-49.68628115,-5.72271E-06,-1.91389E-06,-3.80881E-06,-5.29717E-05,-4.69407E-05,-6.03098E-06,-2875.403101,114553.2042,-0.000421577,-0.013448683,0.000683333,-46.47477796,-2262.668651,-31277.52566
"Lime produced using clean fuels and electricity, optimised transport, building savings considered, avoided product SCM",Lime produced using clean fuels and electricity,1,200,1,SCM,-96.63179685,-56115.82758,-12.32654887,-56102.37973,-1.121302758,-70043.68953,-65294.0712,-4749.618326,-676291.2604,-0.847620465,-19.55347242,-225.1570293,-1.00891E-05,-4.76426E-06,-5.32488E-06,-0.000213308,-0.00020552,-7.78863E-06,-3019.069512,98402.12315,-0.00047929,-0.120454271,0.000370551,-94.44121502,-3973.651342,-31684.34384
"Lime produced using clean fuels and electricity, optimised transport, building savings considered, avoided product Aggregate",Lime produced using clean fuels and electricity,1,200,1,Aggregate,-47.73670255,-30835.81811,-9.650946369,-30827.01108,0.843915567,-14217.30957,-10974.31266,-3242.996906,-588894.6188,-0.603554144,-5.303024813,-58.76149924,-5.9879E-06,-2.02879E-06,-3.95911E-06,-5.62377E-05,-4.99264E-05,-6.31126E-06,-2879.374354,91961.28348,-0.000426494,-0.014825326,0.000641397,-49.33166828,-2347.328629,-31684.34384
"Lime produced using clean fuels and electricity, optimised transport, building savings considered, avoided product Filler",Lime produced using clean fuels and electricity,1,200,1,Filler,-99.39773083,-41062.16926,-19.59477819,-41038.27099,-4.303488358,-49268.51797,-44828.22396,-4440.294009,-734169.1106,-0.839603561,-14.8159052,-167.6437235,-1.56841E-05,-9.64946E-06,-6.03466E-06,-0.000247561,-0.000231262,-1.62989E-05,-3126.783905,76643.3192,-0.000770786,-0.232029852,0.000259018,-93.81606108,-5616.066565,-31684.34384
"Lime produced using clean fuels and electricity, optimised transport, short distance",Lime produced using clean fuels and electricity,1,50,0,None,14.70613204,5844.633459,6.350240504,5832.916044,5.367175043,12942.01485,12288.33479,653.6800588,18420.89197,0.096443292,5.633451407,64.44802166,3.00308E-06,1.64501E-06,1.35807E-06,6.21902E-05,6.08243E-05,1.36587E-06,14.52690474,123753.4897,7.27158E-05,0.022287886,0.000835166,18.52275629,513.078582,4124.892698
"Lime produced using clean fuels and electricity, optimised transport, short distance, avoided product SCM",Lime produced using clean fuels and electricity,1,50,0,SCM,-36.58927978,-19780.65576,3.438066228,-19787.24991,3.156083815,-45156.49613,-44211.58062,-944.9155151,-73636.16577,-0.153111032,-9.441658185,-111.0227265,-1.36335E-06,-1.20535E-06,-1.57996E-07,-9.81465E-05,-9.77547E-05,-3.9179E-07,-129.1395058,107602.4086,1.5003E-05,-0.084717702,0.000522384,-29.44368077,-1197.90411,3718.074516
